"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"State"	"MaxFC"	"InitialState"
"MATK"	"MATK"	-0.0559752815837727	0.35444187559745	-0.223925084885582	0.202642721902083	-0.3440360963654	-0.29587700312018	0.379387415775579	0.255552511747102	-0.253518314677077	0.177553109048324	"S02"	0.379387415775579	"IS07"
"CHST12"	"CHST12"	0.283874119949032	0.221340340917689	-0.161022800512213	0.248444301724537	-0.302885804555019	-0.300741033483475	0.318741817162116	-0.0329063785214466	-0.0738916628234083	-0.229529378064565	"S02"	0.318741817162116	"IS07"
"TRBV11-3"	"TRBV11-3"	-0.0323695409174572	-0.0299886180523551	-0.0317003279366918	-0.0300141402804848	-0.0299123111361914	-0.0307468307145333	0.309356270434822	-0.0335233981269674	-0.03472832577998	-0.0302069506034858	"S02"	0.309356270434822	"IS07"
"A2ML1"	"A2ML1"	-0.0323380214743419	-0.0299594170036527	-0.0316694601315016	-0.029984914379826	-0.0298831843904118	-0.0307168913655584	0.309055038563996	-0.0334907551295585	-0.0346945094990601	-0.0301775369561418	"S02"	0.309055038563996	"IS07"
"CCR9"	"CCR9"	-0.142404427517979	0.180657511797146	-0.107955471043244	0.154408667567077	-0.131594252570686	-0.135265583069606	0.302513369371395	0.144558172218026	-0.152781510370102	0.0641366901985428	"S02"	0.302513369371395	"IS07"
"ZNF23"	"ZNF23"	0.00649937039436411	-0.0594321405093962	-0.0628244469564494	0.0627787761486294	-0.0592809136887616	0.0388626975132014	0.291528069512231	-0.0341525869122519	-0.068825403485032	-0.0598648370355888	"S02"	0.291528069512231	"IS07"
"IL18RAP"	"IL18RAP"	-0.141275464093574	0.0459612075237268	-0.0937007233329772	0.10885229102712	0.0109486191858096	-0.17882625600929	0.289430718359381	0.120607831916307	-0.186955327588181	0.286250135085683	"S02"	0.289430718359381	"IS07"
"SLFN13"	"SLFN13"	-0.152188034340277	-0.107790941439115	-0.1667488133709	0.0545942914912292	0.0447946197478214	-0.134102632859415	0.260766819244764	0.200992887283999	-0.103304225521532	0.184244798721667	"S02"	0.260766819244764	"IS07"
"RASAL3"	"RASAL3"	0.0930465755156329	-0.163844945223996	-0.275301810148655	0.250782048679336	-0.0395970515731968	-0.0773093186117608	0.258690759397914	0.191257299826846	-0.282405747575937	0.252903150701164	"S02"	0.258690759397914	"IS07"
"ZFYVE28"	"ZFYVE28"	0.0595124593355424	-0.00729407093062524	-0.158160055908185	0.0531079648264962	-0.079717447523569	-0.272090001961284	0.239958042668375	-0.116478335831245	0.20247935527642	-0.0671866928602293	"S02"	0.239958042668375	"IS07"
"ZBP1"	"ZBP1"	0.0450110180231332	0.0351955541432783	-0.0651232196826626	0.104989996858167	-0.0638006009469349	-0.291353234381465	0.239047567280373	-0.0777386163156828	0.0622908872181336	-0.00063617412129847	"S02"	0.239047567280373	"IS07"
"JAKMIP1"	"JAKMIP1"	0.0564998918640162	-0.12864986453841	-0.08223120843074	-0.0923149081518067	-0.010598473992887	-0.238505408592131	0.234453466913218	-0.00184015525602555	0.180617815275079	-0.227333153293246	"S02"	0.234453466913218	"IS07"
"OSBPL7"	"OSBPL7"	-0.0734449333556096	-0.012063595753173	-0.1159740633178	-0.0254597694748217	-0.105594773451687	-0.15336923109364	0.22737209097763	-0.0677828587002653	0.137917892377606	0.131495575009322	"S02"	0.22737209097763	"IS07"
"GPR156"	"GPR156"	-0.0229463056447912	-0.0212585034013605	-0.0224719101123595	-0.0212765957446809	-0.0212044105173876	-0.021795989537925	0.219298245614035	-0.0237642585551331	-0.0246184145741014	-0.0214132762312634	"S02"	0.219298245614035	"IS07"
"PAK6"	"PAK6"	0.0185965455473596	-0.0423363467589332	0.0013975298222892	0.0514848357530091	-0.0961966226186904	-0.0501571387446515	0.107980001861591	0.00648886938205039	-0.0453489475194435	0.053191809541217	"S02"	0.107980001861591	"IS07"
"TNFRSF18"	"TNFRSF18"	-0.755471073157332	-0.176831143389734	-0.194194884203995	-0.106598626023703	-0.293470256902494	0.666031011793116	0.258987898502368	1.12301145717871	-0.581211296100068	0.0355272649019566	"S03"	1.12301145717871	"IS08"
"TMIGD2"	"TMIGD2"	-0.648577579799466	0.282918932502309	-0.147330909937583	0.506710733149698	-0.398692197991777	0.119173769619142	0.170782119548294	1.10919824720253	-0.692218933018536	-0.0243624977345506	"S03"	1.10919824720253	"IS08"
"CKLF"	"CKLF"	-0.430370224327742	-0.339157876240994	-0.189970491789794	0.487316733786672	-0.323767262233887	-0.0104478122363919	0.505566185060511	1.0623651713301	-0.598171059016959	-0.260501474675755	"S03"	1.0623651713301	"IS08"
"KIR2DL4"	"KIR2DL4"	-0.569734047504143	0.256752847329136	-0.170740089958632	0.603011538704784	-0.292930455693005	-0.445803121116502	0.203303728405541	1.0535970249278	-0.416342275814093	-0.199279349556678	"S03"	1.0535970249278	"IS08"
"FCER1G"	"FCER1G"	-0.536840979866296	0.134456330149622	-0.0938202181154687	0.341761988686898	-0.17832099348476	0.186151607454798	0.641849111610751	1.03152825689132	-0.678328312133023	-0.800564135607068	"S03"	1.03152825689132	"IS08"
"CSF1"	"CSF1"	-0.339293419211683	-0.139152096093857	-0.166919758124174	-0.131925221601388	0.0638050030880365	-0.274831757778736	0.237480758397181	0.951186209333215	-0.33033198943767	-0.150460544172436	"S03"	0.951186209333215	"IS08"
"KLRC2"	"KLRC2"	-0.358439663183224	-0.382043452884593	0.141730386364463	0.19747874450398	-0.0574551730113062	-0.499525768314014	0.37502194942069	0.931457805459733	-0.263485747591987	-0.614360121394869	"S03"	0.931457805459733	"IS08"
"CD7"	"CD7"	-0.685552970664816	0.214386257430004	0.0800530907653425	0.394023161542623	-0.352445411144325	-0.185891099524681	0.471682631517976	0.915370598580308	-0.47314468235439	-0.34638147749792	"S03"	0.915370598580308	"IS08"
"PCID2"	"PCID2"	-0.205767874296288	-0.0951596509958983	-0.247686296977943	0.436578335437543	-0.2488023770874	-0.222547829205375	0.230536351661566	0.879329017340463	-0.435259303810969	-0.192788954528976	"S03"	0.879329017340463	"IS08"
"COL23A1"	"COL23A1"	-0.239722662900663	-0.0134386129933689	-0.160378492207553	-0.0496035702597034	-0.176196138258115	-0.113494150995278	-0.169131126718016	0.872988782591681	-0.242966969327812	-0.0200146182472757	"S03"	0.872988782591681	"IS08"
"TMSB4X"	"TMSB4X"	0.021634238369562	-1.24532069641956	0.416583774150825	0.504633655585772	-0.752290642627431	-0.780387858248202	0.295220722439452	0.814286195383805	0.0588403132202064	-0.729794180317198	"S03"	0.814286195383805	"IS08"
"TRDC"	"TRDC"	-0.44818428943271	-0.416600702334695	0.0688501189716094	0.619735749182711	-0.325811904697354	-0.221927735618548	0.51019642556685	0.800675049146327	-0.467805057626267	-0.191835239043448	"S03"	0.800675049146327	"IS08"
"KRT81"	"KRT81"	-0.531642779506712	-0.214240071194929	-0.252301052654039	0.293363559260332	-0.319591817945003	0.408528105963859	0.326188479858709	0.798560710968457	-0.405199376046219	-0.0960119129363097	"S03"	0.798560710968457	"IS08"
"KRT86"	"KRT86"	-0.544889340123336	-0.12912418755965	-0.171412110700396	0.0205015852719478	-0.213779733328122	0.502610527014885	0.117758225070339	0.791867387880711	-0.377889885319689	-0.00783901544761458	"S03"	0.791867387880711	"IS08"
"IL32"	"IL32"	0.256814624027922	-0.338919814626778	-0.0312779394498962	0.555206945360788	-0.167154327412452	-0.409731490801564	-0.387230720405636	0.778217751733169	0.0181801806173063	-1.17774963396328	"S03"	0.778217751733169	"IS08"
"MPG"	"MPG"	-0.380978825993689	0.03984169891562	-0.184705890001614	-0.0837159582369628	-0.261218340178265	0.375501796201475	0.132225972120451	0.776398767505025	-0.439488572061379	0.0218171507207861	"S03"	0.776398767505025	"IS08"
"LSP1"	"LSP1"	-0.1082678864064	0.302635755825874	-0.282446489578457	0.243166432920118	-0.265461875472033	-0.222696159826752	0.301506731607904	0.769016315193864	-0.471688148918241	-0.249181059358331	"S03"	0.769016315193864	"IS08"
"RGL4"	"RGL4"	-0.246368225722646	-0.0737399635901237	-0.162144870072731	0.265470401873722	-0.200393348644275	-0.230121862216924	0.104238248935689	0.709896028037055	-0.23653462512494	-0.105611025482079	"S03"	0.709896028037055	"IS08"
"ALOX5AP"	"ALOX5AP"	-0.296976303555167	0.0354557534329845	-0.179560168130991	0.252419828992128	-0.123270013099881	-0.43373388305816	0.369216824801642	0.705934888670419	-0.224321426607187	-0.267978930070261	"S03"	0.705934888670419	"IS08"
"LAT2"	"LAT2"	-0.376738206532804	0.111688607290198	-0.295209237019218	0.208616292737693	-0.0856566513474205	-0.0623225665843573	0.213841562519668	0.705085852969175	-0.293324092847073	-0.075209011114212	"S03"	0.705085852969175	"IS08"
"CD63"	"CD63"	-0.275715275162735	-0.332406522687176	-0.221392977824755	0.440953712919537	-0.398817929632601	-0.00732230309278572	0.447911410406941	0.703085646203428	-0.461383654309135	0.122637985000852	"S03"	0.703085646203428	"IS08"
"CCND2"	"CCND2"	-0.350626339633066	-0.258705251090783	-0.323066143437208	0.205053582980653	-0.0781939031276045	-0.244955263507301	0.0230636158375787	0.677151841735973	-0.173649949054829	0.498100941093597	"S03"	0.677151841735973	"IS08"
"DPF3"	"DPF3"	-0.185362770110553	-0.127349552461025	-0.145971292377443	-0.0324540925610263	-0.188205924546131	0.0197342796043547	0.0007248672352609	0.676870926767138	-0.202772178305987	-0.110967289582945	"S03"	0.676870926767138	"IS08"
"HOPX"	"HOPX"	-0.154677695112155	-0.0148049709262305	-0.102073005983162	0.442450396230821	-0.324055392991113	-0.688503240253728	0.415893178472203	0.667963538189831	-0.242014090701013	-0.227744659362669	"S03"	0.667963538189831	"IS08"
"BCAS4"	"BCAS4"	-0.293588824307107	-0.0467221324007375	-0.111676927812681	0.287500907382692	-0.115023184577918	-0.146685393605824	-0.0205885411575331	0.662326593312265	-0.312013057560629	0.136181693178042	"S03"	0.662326593312265	"IS08"
"GPR171"	"GPR171"	-0.280736865961036	-0.389427917513251	-0.15326345406148	0.364614785664419	0.0894561734889515	-0.26808585947978	0.202680179038219	0.659208278025332	-0.375003639740836	0.251457782506328	"S03"	0.659208278025332	"IS08"
"CD247"	"CD247"	0.0010786444761623	0.0451994246593127	-0.369357179691115	0.376978103296087	-0.0649769324362359	-0.963038922525123	0.132368908842336	0.656799521275983	-0.108603333737643	0.10674563319601	"S03"	0.656799521275983	"IS08"
"GZMA"	"GZMA"	0.17992279343502	-0.0170263142071028	-0.114129264847438	0.305473701886292	0.00657772577089488	-1.52595521429088	0.540780185096526	0.645140736959624	-0.221606560946296	-0.117900868154421	"S03"	0.645140736959624	"IS08"
"ADGRG3"	"ADGRG3"	-0.342568050913947	0.206295608967454	-0.200358029567543	-0.314479312364093	-0.274465836132226	-0.147402129177788	0.552201820501263	0.634286119012219	-0.258404018482629	-0.0144802523273631	"S03"	0.634286119012219	"IS08"
"STARD3NL"	"STARD3NL"	-0.150014204281632	-0.219541269882557	-0.225589884779043	-0.000888480018080662	0.0579356882999776	-0.163373276475074	0.140409100827462	0.6312822320007	-0.201550357488725	-0.0758477501623186	"S03"	0.6312822320007	"IS08"
"CXXC5"	"CXXC5"	-0.284250968642406	-0.0203664816913145	-0.193191406705685	0.272369624763852	-0.258789320673022	0.367506767781666	-0.0120227153721128	0.624682633665038	-0.366586249858529	-0.0622109287268286	"S03"	0.624682633665038	"IS08"
"AFAP1L2"	"AFAP1L2"	-0.260051342983402	-0.0931802443387666	-0.149708711631784	-0.0923712110418416	-0.0315281827971263	-0.0971652670290954	0.245295425237328	0.619576543316678	-0.241401056959935	-0.0476956094748577	"S03"	0.619576543316678	"IS08"
"SOST"	"SOST"	-0.130908240807079	-0.0523587634760432	-0.090805397920638	-0.121382577327075	-0.120970761967187	-0.0949599553680593	-0.125549760879677	0.61873443082218	-0.14044759070341	-0.0601681354267694	"S03"	0.61873443082218	"IS08"
"SCML4"	"SCML4"	-0.234412727233448	0.191057982854802	-0.19693914062275	0.365923491541748	-0.132072481238342	0.174188733438582	-0.14437866274282	0.613034299815353	-0.386892154398272	-0.043016214553526	"S03"	0.613034299815353	"IS08"
"ATP8B4"	"ATP8B4"	-0.327435057139809	0.0549029727550158	-0.215554201615009	0.332265891867062	0.100899764133891	-0.0365892256967304	0.105032063348296	0.609479910550574	-0.340883726089164	-0.0761063797751517	"S03"	0.609479910550574	"IS08"
"SPRY1"	"SPRY1"	-0.53086792138485	-0.0560062127002927	-0.17761418038093	0.448902766012665	-0.205716278817724	0.515934979838156	0.139848032596708	0.600401133370971	-0.494788388919073	0.16855844421659	"S03"	0.600401133370971	"IS08"
"RAC2"	"RAC2"	0.0972911842436422	0.29739192915954	-0.455417838988175	0.321173462273407	-0.302556298640338	-0.329413453241626	0.307964572399199	0.596519413038629	-0.395579644837287	-0.0749783348499736	"S03"	0.596519413038629	"IS08"
"SH3BP1"	"SH3BP1"	-0.0679925377992388	0.073680624185634	-0.251481937565042	0.116491884435117	-0.126523778483123	-0.152283232863518	0.258232357874323	0.590566011942307	-0.224644051216509	-0.422518856706834	"S03"	0.590566011942307	"IS08"
"IL2RB"	"IL2RB"	-0.406124412413231	-0.0130496890556614	-0.273525615229908	0.218132612280672	-0.0700204717750409	-0.17423524438254	0.429457430189666	0.58310563869538	-0.371073559508556	0.337489500538593	"S03"	0.58310563869538	"IS08"
"POLR2L"	"POLR2L"	-0.137961501633013	-0.125856320824825	-0.148399497119372	0.0534090382953109	-0.39026793991967	0.0262722056139448	0.183800069306529	0.568313788250664	-0.18919950704684	-0.150430765884796	"S03"	0.568313788250664	"IS08"
"GPR55"	"GPR55"	-0.173623752900881	-0.0372795465352584	-0.13239086645294	0.365400744132576	-0.0467941499315628	-0.013634056708483	-0.158649533708622	0.556256420541719	-0.216509908913746	-0.172118703357778	"S03"	0.556256420541719	"IS08"
"ATP2A1"	"ATP2A1"	-0.143066184368526	-0.00149586348756568	-0.00839313851997578	0.0434034612097533	-0.132205774274393	-0.0941231734912533	-0.137210042138652	0.537567775982207	-0.153491489777951	-0.133508015305789	"S03"	0.537567775982207	"IS08"
"CD52"	"CD52"	0.133050399653114	-0.607547797104704	0.00339205070787198	0.481143354565846	-0.529973528118128	0.132532198763078	-0.0305613523071989	0.536852468786988	-0.326738177293503	-0.152274027519922	"S03"	0.536852468786988	"IS08"
"RPLP1"	"RPLP1"	-0.717761100579786	0.13875258732957	0.345344495461096	-0.19113317318112	-1.33278961315137	0.520085604331297	0.112729752418261	0.533202830231573	-0.0324033603117581	0.099974856601204	"S03"	0.533202830231573	"IS08"
"ADAMTS17"	"ADAMTS17"	-0.161275500765806	-0.0190215700382884	-0.0834646038169107	0.212047091375037	-0.0183998171982136	-0.153190634772751	-0.125266011636794	0.531752807521484	-0.173027728295762	-0.101327455993036	"S03"	0.531752807521484	"IS08"
"FCRL4"	"FCRL4"	-0.177412783396013	-0.112252933214795	-0.14936707596308	0.211232245861643	0.0211900804901397	-0.0965449373949333	-0.109724980875809	0.525781853709778	-0.190340942895083	0.0485478609847161	"S03"	0.525781853709778	"IS08"
"CCNJL"	"CCNJL"	-0.202102449409957	0.04192608382846	-0.193414120188325	0.0442790504603779	-0.178102203062024	-0.118758539237406	0.00119270486657676	0.52376589620864	-0.197125239387279	0.249222731604573	"S03"	0.52376589620864	"IS08"
"OSTF1"	"OSTF1"	-0.0440882863646737	0.108126591391486	-0.329253178240862	0.236193304128474	-0.261297758972877	-0.274633744266631	0.192774845329617	0.520793333029335	-0.194670011403585	-0.0510525418399452	"S03"	0.520793333029335	"IS08"
"CORO1A"	"CORO1A"	0.345668914725876	0.26615872433221	-0.316136849386278	0.495878937415983	-0.290750275267953	-0.374602249059603	0.395117860772465	0.519339280514981	-0.473320448057767	-0.591630086683747	"S03"	0.519339280514981	"IS08"
"PAQR6"	"PAQR6"	-0.160161253473602	-0.148380685084599	-0.0546210578631223	-0.102145254161551	-0.0815461066857785	-0.0797493533825173	-0.0519139497271411	0.517581729698849	-0.0950077742503881	-0.0408910217071446	"S03"	0.517581729698849	"IS08"
"CCDC69"	"CCDC69"	-0.122028814754767	-0.0247393979784792	-0.308001145227547	0.322423389249942	-0.103113750036138	-0.0465958326321407	0.0800859212661805	0.516173167118844	-0.263447639740093	0.0122163170459202	"S03"	0.516173167118844	"IS08"
"FSD1"	"FSD1"	-0.219435815668426	0.110914789010435	-0.107722969429886	0.0934080765228069	-0.090620471469619	0.07112603141269	0.00239731953271462	0.513716962240064	-0.249433912501824	-0.122176815892926	"S03"	0.513716962240064	"IS08"
"ACAP1"	"ACAP1"	-0.0356477015050016	-0.190557099640043	-0.214594791497399	0.487347693968663	-0.227535624329426	-0.0296821273005173	0.390143651854112	0.507620158252633	-0.312122346446306	-0.48468683742882	"S03"	0.507620158252633	"IS08"
"CHMP6"	"CHMP6"	-0.0276940073280197	-0.108365831467931	-0.0429781350107783	0.133319419378011	-0.180673326512927	-0.0246282672852227	0.0901760445973149	0.507024072306026	-0.254036960605255	-0.307956170349595	"S03"	0.507024072306026	"IS08"
"GPR68"	"GPR68"	-0.222487476898341	0.0191253615679598	-0.197616489399982	0.264732043864139	-0.16646822993475	0.0825520000538755	-0.0294371685486985	0.502125004661381	-0.205848881517618	-0.0356734922094631	"S03"	0.502125004661381	"IS08"
"AKAP5"	"AKAP5"	-0.328932480003896	-0.231544230167628	-0.206744873546381	0.488558724052646	-0.0545157254514564	-0.130730783187587	0.122073008785324	0.499499989541158	-0.24298832176184	0.251863329931958	"S03"	0.499499989541158	"IS08"
"FBXO2"	"FBXO2"	-0.133350890604165	-0.170872721473844	-0.143562503667367	0.0693352205734229	0.0319759034811697	-0.200298119376496	0.0660799513102704	0.497823721284599	-0.202938677961913	0.115242369492034	"S03"	0.497823721284599	"IS08"
"RPS19"	"RPS19"	-0.349495272108799	-0.106814295808951	0.388511347677717	0.214706067552738	-1.30679076450698	0.0319906167802812	-0.0121768108629653	0.494378978970276	-0.054895890733169	0.0969893091330129	"S03"	0.494378978970276	"IS08"
"DAPK2"	"DAPK2"	-0.210877668551949	0.0494689052407234	-0.102342499886478	0.303138555645387	-0.017442951536237	-0.153385275402621	0.0652353041501705	0.487000767110194	-0.225919308504419	-0.155700493068871	"S03"	0.487000767110194	"IS08"
"SRGAP3"	"SRGAP3"	-0.378174738066478	-0.0202498941376145	-0.0963102984213434	0.127056671517064	-0.107587499043598	0.251576074741555	0.418596078576432	0.4804074855394	-0.342825409305022	-0.227643460053613	"S03"	0.4804074855394	"IS08"
"ARHGDIB"	"ARHGDIB"	0.14954641801491	0.153865587998992	-0.401964560487586	0.0202210900273299	-0.444752292642282	-0.194199885024892	-0.05041283420105	0.473301726643567	-0.000823329354491166	-0.119641858799328	"S03"	0.473301726643567	"IS08"
"NCR2"	"NCR2"	-0.196321861091155	-0.0159450740636993	-0.192263072052866	0.324355898918705	-0.123137640800226	0.210253247204761	-0.127896165405092	0.472640832578467	-0.210627934671407	-0.100876972562333	"S03"	0.472640832578467	"IS08"
"LCP2"	"LCP2"	-0.212302009738033	0.465537514176017	-0.348259989217513	0.374635113448791	-0.121083314877239	-0.023980540489644	0.076448822261876	0.469271321741185	-0.4897536100247	0.403014068277445	"S03"	0.469271321741185	"IS08"
"PFN1"	"PFN1"	0.353105610410376	0.190481506863046	-0.00143162530087155	0.0127392342172632	-0.449816963143093	-0.446755218780709	-0.0865217864835968	0.443150848322277	-0.0206868277752531	-0.674503984520216	"S03"	0.443150848322277	"IS08"
"ARF6"	"ARF6"	-0.0348241539779333	-0.37099022295226	-0.187996355998405	0.00180227360567443	-0.209133396343584	-0.0587311555509984	0.0591213336675986	0.441546839557101	-0.0330636485196603	-0.00349951311910401	"S03"	0.441546839557101	"IS08"
"ZBTB16"	"ZBTB16"	-0.287383374617596	0.31767066550065	-0.0678134917474797	-0.145258241758473	-0.0598521637251088	-0.13030858097441	0.224987923912352	0.433307183789284	-0.291630857399297	0.168626362854157	"S03"	0.433307183789284	"IS08"
"PPP1R18"	"PPP1R18"	0.191452372664406	0.153798663738369	-0.374254836615718	0.288445187250848	-0.0737689579752563	-0.254594882315613	0.203429623029477	0.425901860977477	-0.311557216743836	-0.20395995695689	"S03"	0.425901860977477	"IS08"
"TMA7"	"TMA7"	0.215857691899027	-0.0826577591495635	-0.0878673633262027	0.0777384184533845	-0.383681477547592	-0.18188999258781	0.306990718850632	0.42386193409016	-0.191026991456255	-0.549335182349325	"S03"	0.42386193409016	"IS08"
"ARPC2"	"ARPC2"	0.277405526437851	-0.0962691958299648	-0.575468198438555	0.34076695709178	-0.141736250972209	-0.418417901841935	0.0028373715028929	0.420914218701864	-0.0242460186144203	-0.0322224379732396	"S03"	0.420914218701864	"IS08"
"NAALADL1"	"NAALADL1"	-0.0199109266956163	-0.00377666003589113	-0.0553182067031137	0.0844414602291073	-0.163064716271447	0.0486192063374429	0.105236530168864	0.417654909149794	-0.247795189829154	-0.299824881124843	"S03"	0.417654909149794	"IS08"
"ARHGAP9"	"ARHGAP9"	-0.295792469935432	0.358273866138165	-0.356994723434413	0.3520452498565	-0.0624314873699083	-0.319985452465186	0.0500685173559451	0.416952883213005	-0.105867142543235	0.197643070973953	"S03"	0.416952883213005	"IS08"
"BIN1"	"BIN1"	0.04353624177152	0.244862202387006	-0.197642571793896	0.151298434367656	-0.206999327657922	-0.3956132253619	0.153971780694202	0.415665912665626	-0.203712706937828	-0.0619449985091842	"S03"	0.415665912665626	"IS08"
"MT-CO2"	"MT-CO2"	0.276469377277728	0.403306065112461	0.304217841809508	0.260821432186532	-0.207890442128844	0.0935733407043297	0.37713320331394	0.415068893303344	0.207514496661674	-3.43992395687009	"S03"	0.415068893303344	"IS08"
"B3GNT7"	"B3GNT7"	-0.390470829140453	-0.144475913574764	-0.136438928839794	0.0194321211388705	-0.20544290554533	0.248397034643466	0.123472254202467	0.392621604121247	-0.168646149332297	0.314074744568233	"S03"	0.392621604121247	"IS08"
"APOBR"	"APOBR"	-0.0988747161621132	0.0117220279934979	-0.193622286950675	0.373319309996747	0.00804767040540482	-0.16346015471058	0.0335837844960202	0.388764794109691	-0.24230504517384	0.0415344763411939	"S03"	0.388764794109691	"IS08"
"MT-CO1"	"MT-CO1"	0.322879615813077	0.346709724335264	0.290019769136276	0.30655655497897	-0.274159680759109	0.113932354783275	0.349415554849588	0.388603498449668	0.260222743324298	-3.49553313535873	"S03"	0.388603498449668	"IS08"
"MT-CO3"	"MT-CO3"	0.276468438793187	0.249517088947668	0.272636699936416	0.347765997209784	-0.213607754414589	0.186250967249937	0.365367017364849	0.385369703515431	0.235073452755871	-3.42716172261435	"S03"	0.385369703515431	"IS08"
"RAB27A"	"RAB27A"	-0.0958936583677629	-0.162237409024095	-0.197369554203569	0.108461037250697	0.118689268146015	-0.36713332547107	0.123300446562538	0.384344382239402	-0.153930882843913	0.265673568778879	"S03"	0.384344382239402	"IS08"
"TTLL10"	"TTLL10"	-0.162004673509372	-0.0542525399316475	-0.118596152954139	0.0957999064024019	-0.149706608811247	0.286450275153338	-0.048320673063077	0.379750950640831	-0.173810036226943	-0.103957819202243	"S03"	0.379750950640831	"IS08"
"GYPC"	"GYPC"	-0.138933914184513	-0.0180496443002373	-0.19128547785836	0.200227856735784	-0.32051720521963	-0.0627514776696535	0.10357617190269	0.377678057739623	-0.0344513695635907	-0.126180779603655	"S03"	0.377678057739623	"IS08"
"RPSA"	"RPSA"	0.0233530115212175	0.0483558545976976	0.0123840357795183	0.0674864279140156	-1.12416661256975	0.179289393299744	-0.0658273273092018	0.375123362075483	-0.0712854582794903	0.0431051645478019	"S03"	0.375123362075483	"IS08"
"PTMA"	"PTMA"	-0.410984992855475	0.00289217844785458	0.0118267300950816	0.0908973873129544	-0.399494988469802	-0.0238321115617831	-0.0139644660773352	0.372451795808257	0.310615259612833	-0.536629991990689	"S03"	0.372451795808257	"IS08"
"LPIN1"	"LPIN1"	-0.242402226651044	-0.0418947226723309	-0.0342158274373407	0.132680756121611	-0.0586650683805786	-0.0513200756781748	0.141972098164897	0.364627008332878	-0.203376135112769	0.048207999595744	"S03"	0.364627008332878	"IS08"
"ID2"	"ID2"	-0.0271066012567272	-0.758469951384731	-0.254151007402758	0.137309900952724	-0.321334404216717	0.265609854549892	0.164682396248275	0.358952945389943	0.0106752455621331	-0.0581056739213827	"S03"	0.358952945389943	"IS08"
"CASP4"	"CASP4"	0.00527166927746934	-0.0545805648229076	-0.17011109386245	0.0250147384099661	-0.176335525203629	-0.215874951016181	0.166070934263998	0.35597781521558	-0.119984972036443	0.00858385960796004	"S03"	0.35597781521558	"IS08"
"NUGGC"	"NUGGC"	-0.137374591355981	-0.0935830563119608	-0.0912026961599203	0.304319611248584	0.0792630051454745	-0.156889604919568	-0.0916890752146746	0.342854522773063	-0.141058665534433	0.0544946486925815	"S03"	0.342854522773063	"IS08"
"DOK7"	"DOK7"	-0.110945374462576	-0.102784851596069	0.00555106225412039	-0.016468974167301	-0.102523312533483	0.11322273614718	-0.106404036511423	0.339406598798928	-0.0957098960602547	-0.103533178138738	"S03"	0.339406598798928	"IS08"
"CAPN12"	"CAPN12"	-0.243173624272138	-0.00230284900783393	-0.089880885976786	0.295412879160426	-0.14435945997238	0.124424315473605	0.221606214794017	0.337567035428148	-0.306137926898183	0.017779530604375	"S03"	0.337567035428148	"IS08"
"DRAXIN"	"DRAXIN"	-0.0322529971581619	-0.07217445516327	-0.0636304216390541	0.0227065544020347	-0.086852483750703	-0.150023710050223	0.138804481864284	0.335418309240644	-0.133092447937346	-0.119400762871214	"S03"	0.335418309240644	"IS08"
"KLRF2"	"KLRF2"	-0.101874024133292	0.134990837079834	-0.0997678645332329	-0.0944610632282737	-0.0941405846422575	0.0806131859778049	-0.097704004659526	0.331220651583641	-0.10929763593621	-0.0239012709158619	"S03"	0.331220651583641	"IS08"
"TOX"	"TOX"	-0.143875951870063	0.111197882482038	-0.214095876943468	0.100063309983035	-0.069315057135602	0.259472122750198	-0.00449899548143438	0.330802700548776	-0.222058448926507	-0.00914217433937751	"S03"	0.330802700548776	"IS08"
"NLRC3"	"NLRC3"	-0.10609067623137	-0.0352730048552618	-0.232217819117484	-0.0610798345022438	0.0467809493647184	-0.164777184959355	0.267807210161175	0.329281016078197	-0.234590438313774	0.318431399007023	"S03"	0.329281016078197	"IS08"
"CLIC1"	"CLIC1"	0.0824053833537043	0.202665376184763	-0.454756136244451	0.191512624450385	-0.440297766401909	0.0444456943195539	0.249592695719443	0.316838866821448	-0.193947175954846	0.00116225942512586	"S03"	0.316838866821448	"IS08"
"SH3BGRL3"	"SH3BGRL3"	0.27057663991863	0.0395157161571567	-0.144229926708364	-0.363857906263069	-0.244379138572242	-0.343817482418059	0.128729641814152	0.313130500670661	-0.0243743130766293	-0.120851562511392	"S03"	0.313130500670661	"IS08"
"PROX2"	"PROX2"	-0.113861624938611	-0.105486598954606	-0.0632164418587767	0.114050040014233	-0.105218185216808	-0.0528508175441066	0.0289446082892793	0.310007283849045	-0.0889482274840134	-0.035079023042084	"S03"	0.310007283849045	"IS08"
"GNPTAB"	"GNPTAB"	0.0418990398620455	-0.0658560050063074	-0.254361547235436	0.0299689371025238	0.0682222196465634	-0.396947601964633	0.220720495383087	0.308395881961017	-0.136825785121819	0.16215819376048	"S03"	0.308395881961017	"IS08"
"CD69"	"CD69"	-0.144605166816014	0.281349758925745	-0.182012710370975	0.139442578959012	-0.0164782176257814	0.142571380846135	0.298248124651434	0.304283423630677	-0.4240956758692	-0.00126178275273326	"S03"	0.304283423630677	"IS08"
