"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"State"	"MaxFC"	"InitialState"
"TGFBR3"	"TGFBR3"	0.611345149254209	0.0831317045758228	-0.176273924285423	-0.222660063302227	0.111967621422262	-0.263193262835369	-0.135071942298334	-0.253587394543698	0.0175511677477199	0.210804451214862	"S05"	0.611345149254209	"IS01"
"PRF1"	"PRF1"	0.60742998520985	0.293279894529399	-0.401640583370689	-0.305234756916151	0.100563541500494	-1.12853161803275	0.36581747219857	-0.00820773955418725	0.201890106719709	-0.127053843712492	"S05"	0.60742998520985	"IS01"
"MYO1F"	"MYO1F"	0.599422604497003	-0.244186497428523	-0.221079852972995	0.150964614019035	-0.208286469418385	-0.126576166345966	-0.00757284623438483	-0.0834663040679371	0.0222925039443729	-0.182790658562681	"S05"	0.599422604497003	"IS01"
"TTC38"	"TTC38"	0.595670943782565	0.237910436504539	-0.218674751857542	0.0869375754276404	-0.0342678982322684	-0.282373521677114	-0.155892409051646	-0.134758544255026	-0.113849404926391	0.13000105061392	"S05"	0.595670943782565	"IS01"
"MYOM2"	"MYOM2"	0.574462485568774	0.139572426398176	-0.155262121452117	-0.17201043065202	0.0322880225682594	-0.124131043343158	-0.145890818864456	-0.174859330721881	0.0430917977064915	-0.173115422711883	"S05"	0.574462485568774	"IS01"
"CCND3"	"CCND3"	0.566151883936453	0.505497919531449	-0.215343866046714	-0.264176749792361	-0.217149180037336	-0.0104383665123638	-0.0911170140192813	-0.307646558809976	0.0212783171822325	0.0358808426563893	"S05"	0.566151883936453	"IS01"
"RAP1B"	"RAP1B"	0.547894361360006	0.186377423854842	-0.280174198388485	0.00839987461165327	-0.0805426220345023	-0.020408663312899	0.0968154021757419	0.0107055381610087	-0.223688018815366	-0.231064371587141	"S05"	0.547894361360006	"IS01"
"CYBA"	"CYBA"	0.543717463834117	-0.107402604000013	-0.428601416271918	0.176591614277055	-0.388104781650327	-0.732952739996445	-0.0385075668060989	0.0552652046172146	0.343416434405687	-0.051436696859158	"S05"	0.543717463834117	"IS01"
"TXNIP"	"TXNIP"	0.542940593710999	0.509620754692654	-0.21271239417693	0.160033975152319	0.146322706664649	-0.0894370987713324	0.257061737695565	0.114723890081875	-0.882035923110109	0.314777355743636	"S05"	0.542940593710999	"IS01"
"GIMAP7"	"GIMAP7"	0.534508977387428	0.300847013252217	-0.326541570475907	0.247120010050718	-0.21079042707241	-0.382995044868824	0.32140638085603	0.229666674737366	-0.550865208644919	0.136381300221212	"S05"	0.534508977387428	"IS01"
"MYL12A"	"MYL12A"	0.53375262492019	0.1693753766707	-0.464576776494223	0.360604285918552	-0.284167148829103	-0.25928568020095	0.246553744114192	0.273356253663963	-0.526963657822401	0.231029784071118	"S05"	0.53375262492019	"IS01"
"TBX21"	"TBX21"	0.532929932159587	0.250549084314653	-0.245316516703213	-0.0562369704406507	0.0817403660527405	-0.34827748948816	-0.0211754594617156	-0.272002568366386	0.00718982428295545	0.202222872749558	"S05"	0.532929932159587	"IS01"
"TTC16"	"TTC16"	0.531895134487813	-0.006998236222149	-0.0592689404222595	-0.00180475324244206	0.166649729900501	-0.153057629939586	-0.15453970206048	-0.166879374088123	-0.0827660946668953	-0.0473402887661508	"S05"	0.531895134487813	"IS01"
"SAMD3"	"SAMD3"	0.521352709852391	0.150483122568432	-0.18341302783219	-0.14528393780822	-0.0481397432193709	-0.193031252627351	0.31401732446092	-0.279924016121614	0.00333938118399811	-0.204760551341546	"S05"	0.521352709852391	"IS01"
"ADGRG1"	"ADGRG1"	0.508686328565533	0.281871942686911	-0.276966650580559	-0.124492737318513	-0.0202456745465639	-0.408030928597543	-0.0616527879399413	-0.0855705630818709	0.0387392917998451	0.0658259932669011	"S05"	0.508686328565533	"IS01"
"PYHIN1"	"PYHIN1"	0.507385560404537	0.0795265325338276	-0.155516646230453	0.220595112497312	0.149484957021796	-0.556901537731012	0.156680341371397	-0.0694641134553552	-0.148859635921805	-0.0870924603706616	"S05"	0.507385560404537	"IS01"
"BIN2"	"BIN2"	0.503743384787387	0.125750833932449	-0.277488332251681	0.0965705304498403	-0.0867554538731161	-0.204539498617966	0.112704133873263	-0.161343405591247	-0.104603431518963	0.106463578248326	"S05"	0.503743384787387	"IS01"
"PTGER2"	"PTGER2"	0.485665492759445	0.152371755807173	-0.230639508233835	0.267997988506304	-0.0516419892509484	-0.260802767890608	0.03620895110737	-0.275542283676214	0.0129431453935488	-0.0183258421736874	"S05"	0.485665492759445	"IS01"
"CEP78"	"CEP78"	0.477527603580207	0.0484543810921197	-0.233764978767323	-0.00622637203136062	0.0741233248692514	-0.26339492034821	-0.215499692418584	-0.172333538795219	0.0318940205109679	0.308458434096514	"S05"	0.477527603580207	"IS01"
"LYAR"	"LYAR"	0.477307728546033	0.0590642507943348	-0.00909727915741312	0.257647030254896	-0.17113658254778	-0.445217388337435	-0.2015370699067	-0.398486515731322	0.219760204890972	0.143032515350076	"S05"	0.477307728546033	"IS01"
"ATM"	"ATM"	0.472839813162838	0.0571316024436528	-0.203597916980985	-0.00434383309967124	0.104254882011209	0.0865368124305568	0.0894853303196334	-0.282177274118947	-0.159247147458832	0.104148302486529	"S05"	0.472839813162838	"IS01"
"C1orf21"	"C1orf21"	0.461032181773793	0.284965049315895	-0.160718792431576	-0.209365708842331	-0.05372874200253	-0.371816376965241	-0.145011045228298	-0.387305798810521	0.233537517374611	0.31025038034652	"S05"	0.461032181773793	"IS01"
"CXCR1"	"CXCR1"	0.453465652463951	0.0275682477345284	-0.118651356213601	-0.112340113861814	-0.057475519911691	-0.115082505481806	-0.0646394904951848	-0.125474937060486	-0.00395797062080601	0.00220492920716423	"S05"	0.453465652463951	"IS01"
"MYBL1"	"MYBL1"	0.438061642632291	0.143952446228539	-0.157248519376822	0.0778551461039631	0.198692512801191	-0.207771260676598	-0.154187851385866	-0.264761326294491	-0.115860536529789	0.401638403494157	"S05"	0.438061642632291	"IS01"
"SYTL1"	"SYTL1"	0.431875876413944	0.13711964217311	-0.252734716419716	-0.116602152639524	-0.150776488322433	-0.0245182595157544	0.0413840953741438	-0.106690349557191	-0.0456848933736501	0.0492572841511556	"S05"	0.431875876413944	"IS01"
"B2M"	"B2M"	0.428060514601596	0.0624917736011621	0.260898901126151	0.208067589380369	0.155791857892664	0.117463182821799	0.182525281322738	0.158894577392289	0.425223101877106	-3.35812049648769	"S05"	0.428060514601596	"IS01"
"BTN3A2"	"BTN3A2"	0.427500100856493	0.207788505684321	-0.154461685486441	0.231277752432715	0.106117883435473	-0.248457604004543	0.101130410410035	-0.0959019126494302	-0.151240341194986	-0.272283904257781	"S05"	0.427500100856493	"IS01"
"B3GAT1"	"B3GAT1"	0.420314803130724	-0.0820406251789876	-0.0721321372703494	0.02431062505191	-0.0761509550210045	-0.139844573597551	-0.102017557661025	-0.152473123494668	0.0394058174486736	0.0105491042038227	"S05"	0.420314803130724	"IS01"
"HLA-B"	"HLA-B"	0.417174766617045	0.373108629674511	0.0398986342251318	0.246066573138471	-0.415301382879054	0.024325326779461	0.286011516143378	0.15175050420545	0.389181437551216	-2.72680101579065	"S05"	0.417174766617045	"IS01"
"PCSK7"	"PCSK7"	0.413860876081802	-0.303744763718556	-0.158859967656917	-0.0325506667195194	0.0308516150987071	-0.137990415432859	0.108114937918307	0.122817231994256	-0.000744047485210007	-0.461531735235545	"S05"	0.413860876081802	"IS01"
"TPST2"	"TPST2"	0.41284644416469	0.128253660711751	-0.155009085930837	-0.132104691125574	-0.191409806666689	-0.0978845216555515	0.135827384381096	-0.151665563195574	-0.105965885251349	0.195414019995296	"S05"	0.41284644416469	"IS01"
"CCDC65"	"CCDC65"	0.400971678248883	-0.131192490226652	0.00366952870736399	-0.131304143409823	-0.0587585040492071	-0.0144647514899007	-0.135811944107872	-0.131130682466451	0.0243461374252559	-0.0203183852497979	"S05"	0.400971678248883	"IS01"
"DTHD1"	"DTHD1"	0.398769827132844	0.0155639705585366	0.0297352293852552	-0.0626184344588438	-0.019236879508247	-0.243588199721518	-0.0768206403665959	-0.247757508389758	0.0759337434603173	0.0388868436914241	"S05"	0.398769827132844	"IS01"
"PTGDR"	"PTGDR"	0.390901152350515	0.32482241394878	-0.236992542711346	0.183102351729246	-0.00461789701406039	0.161212385210433	-0.0796086144959025	-0.243797804210111	-0.247319526936849	0.257709558465291	"S05"	0.390901152350515	"IS01"
"LIMD2"	"LIMD2"	0.363504533786545	0.18800309466019	-0.167214868604124	0.348666485761962	-0.15669495061783	0.0388479811505654	0.227279947985791	0.0608314628712638	-0.183933241229569	-0.777096603073413	"S05"	0.363504533786545	"IS01"
"HBA1"	"HBA1"	0.35908701777995	-0.0803708669533098	0.0569382321459212	-0.119066925270724	-0.056207442306207	-0.103464202938156	-0.07639979312003	-0.179763868195002	0.017573625693	0.0629913806856163	"S05"	0.35908701777995	"IS01"
"VAMP2"	"VAMP2"	0.358862634968893	-0.442689279011769	-0.153500441423047	0.166507654080132	0.0521556032930792	-0.0281736136787757	0.104713971425941	0.198734538857597	0.0412273617664286	-0.843367871256714	"S05"	0.358862634968893	"IS01"
"TPRG1"	"TPRG1"	0.355055309329361	-0.074377220204004	-0.0818586054695457	0.154693478118341	-0.0149345239364298	-0.147688151592171	-0.149118230524842	-0.108850735643816	0.0322320924916001	-0.0385950818842916	"S05"	0.355055309329361	"IS01"
"CXCR2"	"CXCR2"	0.342601247394312	0.198005577194904	-0.0337046114269604	-0.0254034603986284	-0.132770908400937	-0.13647506626391	-0.0640512704185353	-0.126871837219147	-0.0676407388783691	0.0863916584139532	"S05"	0.342601247394312	"IS01"
"IL2RG"	"IL2RG"	0.337616640933643	-0.613131880190604	-0.401972497417004	0.164828996172929	0.0379837960227654	0.269481625560641	0.130886531935938	0.213787643685775	0.10350491657238	-0.829146534748885	"S05"	0.337616640933643	"IS01"
"CCDC88C"	"CCDC88C"	0.335801625381622	-0.0255995079257354	-0.155455912233946	0.117568562864739	0.104206895508509	-0.173758788384014	-0.0730541477440869	0.0955864660600649	-0.213806479842298	0.095488487141311	"S05"	0.335801625381622	"IS01"
"ARPC5L"	"ARPC5L"	0.33569309906446	0.000504815965276375	-0.250577636756722	0.0844633681465593	-0.141063046942009	-0.374460459996761	0.112591987454805	0.071482702221345	-0.0276512351398404	0.0550652774090077	"S05"	0.33569309906446	"IS01"
"FGR"	"FGR"	0.327620369256138	0.256774291199232	-0.265759906311235	-0.185127938728479	0.0183554328717757	-0.212898724987796	0.0723544361773232	0.317480360171876	-0.292791772925154	-0.0501257401302581	"S05"	0.327620369256138	"IS01"
"SPN"	"SPN"	0.321929265051001	-0.159276610352718	-0.286696014063527	0.306713623326265	0.0539351557999518	-0.00131583801877376	-0.0418556107856592	0.0959480450497979	0.0187712845463958	-0.508742311631564	"S05"	0.321929265051001	"IS01"
"RAB37"	"RAB37"	0.30928893574394	-0.0384622020333101	-0.124740989761475	0.112194635897503	-0.182862763862503	0.110950752593782	-0.166322989486542	0.0753400644931514	-0.140937362687877	0.000682021479159337	"S05"	0.30928893574394	"IS01"
"SLC25A42"	"SLC25A42"	0.30899928565764	-0.03522249690747	-0.0526584630497068	-0.0840610111343856	0.00743583105841837	-0.160654932595979	0.0122951998151125	-0.0109758050016252	-0.0902157725609205	0.0522227830655269	"S05"	0.30899928565764	"IS01"
"HLA-F"	"HLA-F"	0.301435062796411	0.134514282532872	-0.341180004911606	-0.00370522343007229	-0.251943281501062	0.0162732201059543	0.146089954733463	-0.233106106755506	0.152774974752799	0.00542215530612028	"S05"	0.301435062796411	"IS01"
"SUN2"	"SUN2"	0.295756255440706	-0.0757215370509548	-0.263927492184169	0.13171259363977	0.0783279183020032	-0.058515341998072	-0.117594103529812	-0.0192981638565639	-0.0627423606992296	0.188787919640295	"S05"	0.295756255440706	"IS01"
"SBK1"	"SBK1"	0.292408603134855	-0.0109623337427527	-0.0496283471911349	-0.00170021626687192	0.17159787164817	-0.125109356953141	-0.0825567608377842	-0.114988479102701	-0.0967641509063238	0.162644166637048	"S05"	0.292408603134855	"IS01"
"CD226"	"CD226"	0.280356070315846	0.0376362999274122	-0.126435052549221	0.0239411228053867	0.215435084318737	-0.0803146619157109	-0.109717348082421	0.0181590439355861	-0.0409415156257539	-0.243340774205086	"S05"	0.280356070315846	"IS01"
"C11orf21"	"C11orf21"	0.275996337378345	-0.0345477756841591	-0.172196511418567	-0.0899278096037665	0.198431343289312	0.0734651682478452	0.0734737032000231	-0.170316982235843	-0.0704319935228759	0.067004643506364	"S05"	0.275996337378345	"IS01"
"TSPAN32"	"TSPAN32"	0.274478838194469	0.0642976519093021	-0.1199751984604	-0.120708829784172	-0.10968730909034	0.0862204612700897	0.0133806577063792	-0.207277221595606	0.0658316176430235	0.00164894757652299	"S05"	0.274478838194469	"IS01"
"NCR3"	"NCR3"	0.271097799745394	0.132746646644787	-0.21410864280583	-0.159729365800937	-0.168008663107547	0.0241869347014798	-0.069805301927419	0.0443318811089797	-0.0242730447432235	0.048412432078577	"S05"	0.271097799745394	"IS01"
"S1PR4"	"S1PR4"	0.268020566423086	0.152485170176148	-0.246806998096451	0.0428203969472753	-0.131143426053864	-0.170607389667356	0.0571139943041619	-0.119275896220901	0.058162702839526	0.0890194801357914	"S05"	0.268020566423086	"IS01"
"PIM1"	"PIM1"	0.25294945076409	0.0661032378445085	-0.164770382794625	-0.0779173570847416	-0.125476064196327	-0.0546039851817356	-0.107687636025434	0.244796208029359	-0.179781464316569	0.049930506204742	"S05"	0.25294945076409	"IS01"
"ZNF365"	"ZNF365"	0.249691878579176	0.20658417001728	-0.063500677462282	-0.0601229818525861	-0.0599190022703891	-0.0615906745220477	0.0157982095399629	-0.0671525700349703	-0.0695662271558727	-0.0605092108580631	"S05"	0.249691878579176	"IS01"
"ZNF276"	"ZNF276"	0.249042899411115	-0.0817989885618957	-0.0873596534656549	-0.0184054299178679	-0.117328226308007	-0.110577620827501	-0.0345884044677128	-0.22611418508961	0.134078901941837	0.2189529740784	"S05"	0.249042899411115	"IS01"
"RNF166"	"RNF166"	0.242734783091076	0.237184972997793	-0.26083126902114	0.153684709721763	-0.211282840575339	-0.29711369119845	-0.0752154015896981	0.114925084842607	0.17039147333406	-0.401970137991641	"S05"	0.242734783091076	"IS01"
"RCBTB2"	"RCBTB2"	0.24099403872889	-0.140492571597269	-0.0914528699880399	0.164365539363675	-0.00961784231178106	-0.155814908107517	-0.175711712061781	0.240309932583866	-0.198164863915121	0.0902474591478877	"S05"	0.24099403872889	"IS01"
"TSPAN2"	"TSPAN2"	0.231922434640426	0.062264933417368	-0.0994843391776426	-0.169135209118092	-0.15982061004635	0.171815785917788	-0.0485348105801331	-0.133355940095449	0.0388520020076864	0.0211829690299859	"S05"	0.231922434640426	"IS01"
"CD53"	"CD53"	0.227607849793033	0.039342057793656	-0.432033315096059	-0.140522485410183	-0.294484183152673	-0.122041381983621	-0.00505323172990237	0.0679940988621361	0.202601613466494	0.130410173878055	"S05"	0.227607849793033	"IS01"
"RASSF1"	"RASSF1"	0.20781261897749	-0.15502356021058	-0.138603940658216	-0.0153971832224379	-0.2058708388448	-0.000573822631814489	-0.0824392403914593	0.0364593519291855	0.0244785924494347	0.148094962941075	"S05"	0.20781261897749	"IS01"
"YPEL1"	"YPEL1"	0.172095625793525	0.0443877960843979	-0.123455310935462	-0.00998018791725499	-0.0386271886616505	-0.164610966932911	0.122705282626174	-0.0680629414352719	-0.00945652209722284	0.0937214627630892	"S05"	0.172095625793525	"IS01"
"PHOSPHO1"	"PHOSPHO1"	0.155763239875389	-0.0212585034013605	-0.0224719101123595	-0.0212765957446809	-0.0212044105173876	-0.021795989537925	-0.0220070422535211	-0.0237642585551331	-0.0246184145741014	-0.0214132762312634	"S05"	0.155763239875389	"IS01"
"HSH2D"	"HSH2D"	0.133379828719466	0.0922876799126452	-0.218830436867926	-0.0364910188448152	0.0423950620165021	-0.0257758919278298	-0.0100822899240745	0.0242000101540506	-0.0334366844915937	0.0940525643031069	"S05"	0.133379828719466	"IS01"
"PDZD4"	"PDZD4"	0.118195928039358	-0.0238388251471556	-0.0109749326827336	-0.0975843440025974	0.0824875685112031	-0.0999665250244568	-0.100934510742123	-0.108993920345106	0.112563221978623	0.0577155507906296	"S05"	0.118195928039358	"IS01"
"VN1R1"	"VN1R1"	0.10115992399163	-0.0300186520496503	-0.0317320762340573	-0.0300441998386287	-0.0299422687111016	-0.0307776240718298	-0.031075646840131	0.0661672334785409	-0.0347631066572021	-0.0302372032637163	"S05"	0.10115992399163	"IS01"
"CREM"	"CREM"	-0.292551667312102	-0.0899227705917892	-0.387912809134547	-0.386401848366683	-0.326535672628072	-0.0134197263497186	-0.413342289594348	-0.0766656039722698	0.829992767542105	0.551715077190064	"S06"	0.829992767542105	"IS09"
"TUBA4A"	"TUBA4A"	0.11476554281466	0.195150700109699	-0.208929539544239	-0.360516734708784	-0.330936366647936	-0.226478010981506	-0.225507717840579	-0.496503743336156	0.809205797770443	0.218665121202055	"S06"	0.809205797770443	"IS09"
"RPS17"	"RPS17"	0.177215801811806	-1.22785682339779	0.322980090248661	0.255174695298496	-0.804550064014046	0.126421393115587	-0.188043308436351	0.194041083764463	0.773808621460351	-1.49454522060129	"S06"	0.773808621460351	"IS09"
"CCL4L2"	"CCL4L2"	0.18137972082329	0.104661053818698	-0.313040101724448	0.296300784709762	0.0346003445263717	-0.492006447215002	-0.335475437693466	-0.50648111330901	0.754476802731689	0.0566341758566091	"S06"	0.754476802731689	"IS09"
"CST7"	"CST7"	0.683974360867431	0.446194324620053	-0.274594616183469	-0.192028229596126	-0.204114544979458	-1.30779528963384	0.00841158179549896	-0.460960115321989	0.726884831692858	-0.0631755792215302	"S06"	0.726884831692858	"IS09"
"EIF1"	"EIF1"	0.0351925131099163	0.112118742388124	-0.139049092914898	-0.142771077508185	-0.754184152508749	0.103548401806166	-0.150595114777316	-0.336673745135634	0.723972356885984	-0.144654149640391	"S06"	0.723972356885984	"IS09"
"CMC1"	"CMC1"	0.388808838954308	0.0743675445586533	-0.124651366273175	-0.39815536024908	-0.128628343738722	-0.352826338831929	0.112420303463987	-0.672094978510741	0.712552489883134	-0.125651575283261	"S06"	0.712552489883134	"IS09"
"LITAF"	"LITAF"	0.339129645993742	0.425332957333084	-0.257147688047115	-0.370996453443306	0.011183591409521	-0.732140092750731	-0.0302940474631224	-0.397566688904754	0.609614873107484	0.0294593546719691	"S06"	0.609614873107484	"IS09"
"SRSF2"	"SRSF2"	-0.21672037486946	-0.2718917692857	-0.322171714732842	-0.368833332260572	-0.204117175710473	0.0506696671983312	-0.185072507039407	0.0354344969540883	0.607850311690226	0.272846863841714	"S06"	0.607850311690226	"IS09"
"GZMB"	"GZMB"	0.507245532187537	0.0755168975262046	-0.1466769244387	-0.79891074442842	0.0277607658088213	-1.33134693366729	0.50397294074492	-0.136905378467391	0.591364395053043	-0.259984683786605	"S06"	0.591364395053043	"IS09"
"JMJD6"	"JMJD6"	-0.188149661185544	0.271908893568206	-0.234248578400115	-0.1310313779339	-0.134793577459916	-0.123260854509936	-0.125808875951571	-0.166035023733974	0.590685249542244	-0.0760174705939659	"S06"	0.590685249542244	"IS09"
"HLA-C"	"HLA-C"	0.379734289789733	0.269507688796329	-0.378277046679409	0.0640634165061724	-0.950146810067084	-0.0866599964082603	-0.0262248824886663	-0.31573963718967	0.540859012494016	-0.0778317562442439	"S06"	0.540859012494016	"IS09"
"GABARAPL1"	"GABARAPL1"	-0.288698588024117	0.0695166101045296	-0.132456685224649	-0.162377240617408	0.0561075290192643	-0.25894330413027	0.0500393269695868	-0.172586404083882	0.518398157779207	0.113374452101758	"S06"	0.518398157779207	"IS09"
"DNAJB6"	"DNAJB6"	0.0306278829330807	0.160840912122944	-0.24849715103849	-0.244634629550056	-0.185853137159287	-0.166198023955185	0.0583654789286956	-0.140751007504222	0.515496332852852	-0.265658885669182	"S06"	0.515496332852852	"IS09"
"LDHA"	"LDHA"	-0.442456871477769	0.11004613511266	-0.159750651911221	-0.274893598860597	-0.197425855926552	-0.35487977482069	0.0616612551218398	0.18046281850426	0.511945856795593	0.0770392337074886	"S06"	0.511945856795593	"IS09"
"GNG2"	"GNG2"	0.250382314903439	0.245482702035158	-0.207983764437926	-0.141961905016848	0.225555237295724	-0.500370855954794	-0.157206752504067	-0.0657740766222727	0.482331188196163	-0.637338471058583	"S06"	0.482331188196163	"IS09"
"PPP2R5C"	"PPP2R5C"	0.399923155980834	-0.304674959286342	-0.225726290825284	0.15870523573411	0.169898065500555	-0.562884970705119	-0.0836642184564787	-0.171978159413662	0.478942152216359	-0.394450917038005	"S06"	0.478942152216359	"IS09"
"GTF3C1"	"GTF3C1"	0.213283439994395	-0.111098073059125	-0.221015422182568	-0.237403619421787	0.100776546470886	-0.20611524546188	-0.243449578998661	-0.27696380312876	0.465853410701281	0.221131488172415	"S06"	0.465853410701281	"IS09"
"RPL21"	"RPL21"	0.335835961989035	-0.797261630632851	0.336550352967264	0.236146694443036	-1.25583853096849	0.182299554602208	-0.133428074560495	0.0129247890332941	0.463554982643059	-0.766729386814686	"S06"	0.463554982643059	"IS09"
"ZEB2"	"ZEB2"	0.427044508750142	0.219899594553732	-0.230973309970958	-0.124924809341284	0.252550798563407	-0.530427370730826	-0.0479913778486687	-0.336186307899262	0.457833735650909	-0.40211500492085	"S06"	0.457833735650909	"IS09"
"HLA-E"	"HLA-E"	0.411569222691004	0.264219220864052	-0.570373479708345	0.104233887758912	-0.605287159615521	-0.245864736541884	-0.0303781532021699	-0.291073549980655	0.453860929642009	0.200371395428191	"S06"	0.453860929642009	"IS09"
"RPL27A"	"RPL27A"	0.24132160610304	-1.702060642389	0.424428563190687	0.0309405438431668	-0.703819230288193	0.0888561638549191	0.101053217668755	0.0671275979958531	0.453539768544182	-0.502329990116525	"S06"	0.453539768544182	"IS09"
"RPL31"	"RPL31"	0.172218338277805	-0.724343356388014	0.416209696222531	0.0586124242245911	-1.04308907253117	0.0952705372240996	-0.0441892985284202	0.168377858670916	0.451849452472383	-1.00501896647129	"S06"	0.451849452472383	"IS09"
"RPL15"	"RPL15"	0.172786720046459	0.0371807644589098	0.411811650180152	0.243677892168481	-0.748418729944808	0.29350070757183	0.218584883648289	0.392427520052104	0.425175939267245	-3.12754580164126	"S06"	0.425175939267245	"IS09"
"RPS3"	"RPS3"	0.211992263822404	0.332740744189463	0.338766416667996	0.0960934013686105	-1.21761908785098	0.203403275751163	-0.00569933321929987	0.0696244784956288	0.414313788497656	-1.66994303370226	"S06"	0.414313788497656	"IS09"
"HNRNPDL"	"HNRNPDL"	0.0673871235461875	0.277646786088564	-0.326616923697903	0.0534096276756635	-0.158014261756073	-0.06889213970478	-0.221976758942548	-0.197510585431522	0.406878569282708	0.0381204232213096	"S06"	0.406878569282708	"IS09"
"APMAP"	"APMAP"	0.395180672912684	0.0677498436621808	-0.330615328175516	-0.102939894115228	-0.0408326561773495	-0.381293433921123	-0.0809737438320899	-0.292803618405854	0.406305944500379	0.0813080503909899	"S06"	0.406305944500379	"IS09"
"HLA-A"	"HLA-A"	0.243906031998619	0.179820310014863	-0.352390100103278	-0.0325227350283835	-0.878202077326243	-0.0988256654088671	0.15776740901338	-0.163130427406421	0.404254612330617	0.00977072206956294	"S06"	0.404254612330617	"IS09"
"CRIP1"	"CRIP1"	0.0480724921268992	0.121689646996401	-0.254686088556755	0.151349671684505	-0.300382895976459	-0.177446407733957	0.0336145172090295	0.0275564897199206	0.401882923571269	-0.550897348896286	"S06"	0.401882923571269	"IS09"
"SYNGR1"	"SYNGR1"	0.0479166081145224	0.0392048278551188	-0.0400942595220272	-0.196249103874711	-0.103884646896728	-0.32577080303293	-0.0252423534487784	0.000950952081784128	0.379746687513475	-0.296308595344038	"S06"	0.379746687513475	"IS09"
"KIR2DL3"	"KIR2DL3"	-0.0226107725022624	0.280226586595445	-0.115998804025335	-0.0715085000400261	-0.0156207151398105	-0.223820523471663	0.00284216402558283	-0.191783472383317	0.363824442802538	-0.162962476586027	"S06"	0.363824442802538	"IS09"
"KIR2DL1"	"KIR2DL1"	0.0603977182881464	0.34651356395485	-0.118593449337701	-0.13347609757317	-0.162868088889576	-0.207401918332507	-0.125465670801482	-0.166834384987893	0.353738818406839	-0.061408857670375	"S06"	0.353738818406839	"IS09"
"RPS25"	"RPS25"	0.194509195554428	0.276035015891005	0.318237549183163	0.111695925917235	-0.881383790287813	0.280045821518053	0.140868686121526	0.139229896023828	0.350889467607572	-2.14564951002872	"S06"	0.350889467607572	"IS09"
"SRSF5"	"SRSF5"	0.0382380777253388	-0.442099857697263	-0.247373962811173	0.323921756782754	-0.235626241728988	0.186851791578823	-0.0858893791870175	-0.00211530078946096	0.350381758234836	-0.344103082886164	"S06"	0.350381758234836	"IS09"
"APBA2"	"APBA2"	0.193170913147653	0.126864813795988	-0.160944957924155	-0.190716862387441	-0.0297559944236546	-0.199471448856239	-0.0401790896149441	-0.210663144601438	0.344558508698041	-0.106975065846637	"S06"	0.344558508698041	"IS09"
"RPS29"	"RPS29"	0.254801222189713	-1.32856298436555	0.247535136318573	0.320826441346396	-0.493442413865018	0.08882749281097	0.136855074686307	0.161352218042748	0.326817251927876	-0.969949267250122	"S06"	0.326817251927876	"IS09"
"CALM1"	"CALM1"	0.293075087815544	0.281747114354516	-0.696047426593426	0.0497058226533701	-0.21370433217868	-0.321151566931284	-0.102267377960519	0.0342225216600087	0.304290640601796	0.164137346586575	"S06"	0.304290640601796	"IS09"
"RBM39"	"RBM39"	-0.176949382155033	-0.146482416925804	-0.348934800161751	0.145081830599031	-0.224643914121678	0.154271965057735	-0.0551640140950104	-0.00242932960943943	0.295188134803983	0.23063816582908	"S06"	0.295188134803983	"IS09"
"ISG20"	"ISG20"	0.117336454603578	0.230240346842483	-0.175691612763353	-0.23609053497178	-0.226629343515767	-0.413615070153529	0.076663223729217	-0.0404252633369354	0.281837743877534	0.0658131319940483	"S06"	0.281837743877534	"IS09"
"RPL3"	"RPL3"	0.230793179978354	-0.505026549649922	0.192778247532736	0.0742294114368865	-1.3490009957111	0.210485038948306	-0.31112717323419	0.0325808171277829	0.280217026060551	0.232501810685396	"S06"	0.280217026060551	"IS09"
"HNRNPA1"	"HNRNPA1"	0.0998992352800464	0.140310749120107	-0.156926274097021	0.270782393449023	-0.732715724377735	0.261286212111413	-0.114896756711628	0.252300864843354	0.27854702561975	-1.07015769359892	"S06"	0.27854702561975	"IS09"
"RPL36AL"	"RPL36AL"	-0.0444059061416897	0.172307415778143	0.02258084981618	-0.21107143847637	-0.807587887668597	0.0601218256337048	0.00296840829363322	-0.0562942018679584	0.276157495080394	0.145297934518638	"S06"	0.276157495080394	"IS09"
"KIR3DL2"	"KIR3DL2"	-0.0216857717115937	0.231582577788754	-0.150485710963937	0.00675198389014401	0.142219547524012	-0.297163312245663	0.0882820548289892	-0.18297486191527	0.275086485727428	-0.099275133987001	"S06"	0.275086485727428	"IS09"
"FUS"	"FUS"	-0.0976943274409487	0.210957212949497	-0.287315921297806	0.204884276880436	-0.254950132127997	0.159498076557151	-0.112805912276144	0.059480319126874	0.262548778288386	-0.34452732143627	"S06"	0.262548778288386	"IS09"
"TMEM71"	"TMEM71"	0.210080827313169	-0.0427566542703839	-0.156683311326209	-0.00775516971200716	-0.044040592805118	-0.167448774321365	-0.0857630066677325	-0.140734896947709	0.257845243196075	-0.0609994008770623	"S06"	0.257845243196075	"IS09"
"P2RY8"	"P2RY8"	0.232965215621738	0.143110158539905	-0.16147461399489	-0.257266431681758	0.0628086254971752	0.00364247742644529	-0.0927877649286822	-0.291954707262644	0.250224859239571	0.0180123650217664	"S06"	0.250224859239571	"IS09"
