"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"State"	"MaxFC"	"InitialState"
"PMEPA1"	"PMEPA1"	0.620523843329354	0.1066109434358	0.300567624893493	0.0720520675341851	-0.466264217969833	-0.420051845831388	-0.528355765771691	-0.0588341984884139	1.03440312694096	-0.0568721814234818	-0.573680147498272	"S01"	1.03440312694096	"IS09"
"GOLGA3"	"GOLGA3"	-0.0453650917899375	-0.0992347630277174	0.241835671626932	-0.0749812200219393	-0.247398046267661	0.0758154552607968	-0.0542718623708584	0.198894218871515	1.03069306272321	-0.0896896009561935	-0.167977339992563	"S01"	1.03069306272321	"IS09"
"ZC3HAV1"	"ZC3HAV1"	0.700728111421877	0.319480970888235	-0.119297747292894	-0.162397017071847	-0.456544223921766	-0.44112278160614	-0.734971336669604	-0.425729114829662	1.02943408470362	0.285368596642728	-0.0458565262821015	"S01"	1.02943408470362	"IS09"
"SAFB"	"SAFB"	-0.0344795745233655	-0.190336408482863	0.334114881385652	-0.0564270723252286	-0.294295708769461	-0.0952068577307364	-0.0309930153157624	-0.13329355968064	1.02347829263898	-0.14454455382377	0.0228990566963666	"S01"	1.02347829263898	"IS09"
"POLR2A"	"POLR2A"	0.264843101914373	-0.30533328522505	0.191182553324383	-0.096172328811501	-0.436478692604511	0.00636306883452438	-0.327802705797485	0.0236166308955918	1.01194596014362	0.138723196843903	-0.0611380039320316	"S01"	1.01194596014362	"IS09"
"DNAJA1"	"DNAJA1"	0.20530363805347	-0.224607909377008	0.263234132594822	-0.124323151021513	-0.465816387820072	-0.0356517396494471	-0.360562382823994	0.301013064961487	1.01132477527862	-0.100958613562774	0.349520967882074	"S01"	1.01132477527862	"IS09"
"MXD4"	"MXD4"	0.128942341344774	-0.386433909858019	0.486338998207064	-0.00570838653324814	-0.286877792316377	-0.439946262676578	-0.087826089560177	-0.0417678307431758	1.00789926622178	-0.0930796017833453	-0.284247774294128	"S01"	1.00789926622178	"IS09"
"KDM6B"	"KDM6B"	0.328564458917049	0.434504177186334	-0.194904051722877	-0.142897862059566	-0.475286124918112	0.0117028339485103	-0.628841005850371	0.160839867292567	1.0046844799044	0.292658273141774	0.111978041544915	"S01"	1.0046844799044	"IS09"
"KDM5A"	"KDM5A"	-0.17093588864611	-0.346584574426142	0.609295988094224	0.030122291177209	-0.336267073037165	-0.270388024611721	0.0387724360069993	0.224693690790936	0.998865961054077	-0.243841465567823	-0.0276898024521249	"S01"	0.998865961054077	"IS09"
"MIDN"	"MIDN"	0.0084158463639816	0.242597349483205	-0.041649217203756	-0.254257619764144	-0.265815590753422	-0.059471388627386	-0.421530881421527	0.0966300474247775	0.989934428264247	0.275294741324764	0.293375446757449	"S01"	0.989934428264247	"IS09"
"RBM25"	"RBM25"	0.102035766552841	-0.364736452020349	0.379812794617545	-0.122888077574322	-0.364594429122611	-0.218274730381002	-0.0969903675828926	0.18587878233027	0.974110396253774	-0.0907860434142891	0.0339487804082894	"S01"	0.974110396253774	"IS09"
"TOP1"	"TOP1"	0.0938779762230773	-0.148225301974204	0.478097629884551	0.0112984238102894	-0.335708366334339	-0.316165365798559	-0.219845845358129	0.245347922215555	0.968279479416722	-0.330418209479433	0.132663390415325	"S01"	0.968279479416722	"IS09"
"PCM1"	"PCM1"	-0.178216064105078	-0.0261492726720446	0.56765738517993	-0.031398603918449	-0.276689013899972	-0.00878737398152824	0.034582939759413	-0.359900580365844	0.954056555076873	-0.106713050031808	-0.336947281179455	"S01"	0.954056555076873	"IS09"
"NBDY"	"NBDY"	-0.771416793161907	-0.252832919386432	0.581332870123844	0.696187919820068	-0.0329012640355526	-0.382984332289533	0.49410641984596	-0.0764924209323016	0.948186877107481	-0.734179461279066	-0.0751619019407317	"S01"	0.948186877107481	"IS09"
"CCAR1"	"CCAR1"	-0.0218073582782923	0.00244337297869881	0.329020033982482	-0.158232635499701	-0.306108447685158	-0.0695785454175845	-0.0516486004318317	0.0194723768134699	0.946997434586084	-0.104704421512413	-0.0337543906505138	"S01"	0.946997434586084	"IS09"
"RAB11FIP1"	"RAB11FIP1"	0.339469624113726	0.0062831992321887	0.1430829406755	-0.187614442050707	-0.427073708266891	0.0625748516118227	-0.61508357619915	0.367774343501787	0.940583195048851	0.215806339447488	0.00452453033918249	"S01"	0.940583195048851	"IS09"
"IQGAP2"	"IQGAP2"	-0.0780290837878808	0.025937348765759	0.702977781013923	-0.10016961406916	-0.408878916367305	-0.304451016788751	0.0600803334971682	-0.127594924529735	0.938733800215425	-0.197385627307186	-0.315440787294549	"S01"	0.938733800215425	"IS09"
"TOPORS"	"TOPORS"	0.10412100793038	-0.0230749262344108	0.192928257275517	-0.0664634187250278	-0.277947948869361	-0.256763953181448	-0.231622168533474	-0.0884715600034304	0.929312003904475	0.172378172133848	-0.249333470115493	"S01"	0.929312003904475	"IS09"
"NFKBID"	"NFKBID"	-0.287444418076477	0.259968858848226	0.20319242142046	0.298131595637679	-0.238711673436106	0.158202168746263	-0.352951438491512	0.464667452055193	0.928650926572268	-0.034543716332622	-0.14027796277266	"S01"	0.928650926572268	"IS09"
"MKLN1"	"MKLN1"	0.122133231719323	-0.207352370961327	0.350892469689074	-0.0963203382656612	-0.220997883045118	0.0417463558674503	-0.163363829329282	-0.133344955114011	0.925842709700823	-0.193049483388662	-0.0310382531524751	"S01"	0.925842709700823	"IS09"
"AFF3"	"AFF3"	-0.217813360093115	0.0122508421360107	0.431395382220564	0.0661782218646522	-0.302801728561939	0.259752484445332	0.0108794934288431	0.0620583348696794	0.916300558366771	-0.186769962600151	-0.267724811189978	"S01"	0.916300558366771	"IS09"
"DDX27"	"DDX27"	0.0106005897187677	0.296493835971996	0.153630543676401	-0.167280622955972	-0.448229337278853	-0.378458674087919	-0.164928379157261	0.35571291039307	0.916066934626516	0.0287231826370293	0.147228101054125	"S01"	0.916066934626516	"IS09"
"RPS6KA3"	"RPS6KA3"	-0.210338406168505	0.0889853665316191	0.552361235142845	0.0362334336360286	-0.241432963928468	-0.327458586181041	-0.00205563037172652	0.0934626596529096	0.914702083705389	-0.271273713463161	-0.127356080867028	"S01"	0.914702083705389	"IS09"
"OR5B21"	"OR5B21"	-0.0431312615266002	-0.0384822034343728	-0.0408092983323216	-0.0409300359013521	-0.0402161399263285	-0.0374154215947451	-0.0420177741371511	-0.0369655367659506	0.907170631780788	-0.041701136803789	-0.0391077092145781	"S01"	0.907170631780788	"IS09"
"MYO9A"	"MYO9A"	-0.216757467940538	0.0422996270175896	0.259693549414374	0.111314633961142	0.00560561884732747	-0.101459426804281	-0.169403636057912	0.0377578828343487	0.906564517706379	-0.163631672234512	-0.0598125530635745	"S01"	0.906564517706379	"IS09"
"NCOA1"	"NCOA1"	-0.114123421443591	0.0185292719292429	0.399535057145511	0.09262336551912	-0.0931415630988253	-0.0120032487912188	-0.139674441255177	-0.125731673580477	0.905914309738083	-0.283758417917518	-0.12949457445613	"S01"	0.905914309738083	"IS09"
"CYBB"	"CYBB"	-0.171875702052403	0.482982970808007	0.554830490087713	0.0255813743133017	-0.415993583238931	0.0219740506991544	-0.0861705165898117	0.135943288905772	0.905037458165197	-0.154710683100547	-0.503403145874085	"S01"	0.905037458165197	"IS09"
"FKBP5"	"FKBP5"	-0.614503901224277	-0.11758486306881	0.599971338083472	-0.0157552697402115	-0.145727136097884	-0.102488649376272	0.111058636967472	-0.106430281529066	0.904659870265856	-0.16153698116426	0.294736406019015	"S01"	0.904659870265856	"IS09"
"USP24"	"USP24"	-0.135819794247296	-0.240334238628842	0.43171393516868	-0.0115349682774391	-0.102012236210831	-0.0181829452144356	0.0465411297404058	-0.216136522474897	0.895227697134855	-0.258066697595983	-0.0832979424490722	"S01"	0.895227697134855	"IS09"
"TOB2"	"TOB2"	0.399787799390541	0.0130687023306683	-0.26632769969802	-0.322711765361864	-0.149732624155914	-0.224990984475786	-0.320123548739305	-0.121361712295586	0.894849825561724	0.296788040503328	-0.0158454355999987	"S01"	0.894849825561724	"IS09"
"UGCG"	"UGCG"	-0.696172544560325	0.149239644313496	0.884133882188088	0.504737589177854	-0.216525800267929	0.102114512143839	0.295700188642513	0.128704610160073	0.890400783822374	-0.72034135209256	-0.407007330179578	"S01"	0.890400783822374	"IS09"
"PTBP3"	"PTBP3"	-0.295293984578494	0.438588870172396	0.590309843784418	-0.108533969053257	-0.242818436019037	0.111439318254536	-0.168408055459328	0.284111815977804	0.889564598541131	-0.29911250843569	-0.00661119330303551	"S01"	0.889564598541131	"IS09"
"TFDP2"	"TFDP2"	-0.14970017490524	-0.291852181098146	0.331777970757888	-0.00500865344301603	-0.0776842756326022	0.080327500960046	-0.246912120801168	0.0800441419921327	0.887578022282805	0.108062732126723	-0.144954180210253	"S01"	0.887578022282805	"IS09"
"DDX3Y"	"DDX3Y"	0.0901834703889457	0.197793137562982	-0.04148116787892	0.0286249985719939	-0.226580760484359	0.25727497453408	-0.195861792354924	-0.12355979196441	0.874648034104576	-0.0427536130220284	-0.177029751932794	"S01"	0.874648034104576	"IS09"
"PCNT"	"PCNT"	-0.0178913802440457	0.234906782889368	-0.0259240851363197	0.0205533923012411	-0.0272883171233584	-0.0679983804689929	-0.206499566813322	-0.180328520625985	0.872489390266298	0.0186097680244174	-0.179060873428444	"S01"	0.872489390266298	"IS09"
"SDE2"	"SDE2"	0.00114132979497038	-0.0493586506502101	0.0964089955949519	-0.0215353489452399	-0.205653220507689	0.0137076269981462	-0.0815896281792726	0.0938927271149573	0.865923675206329	-0.022398366445177	-0.133963151565015	"S01"	0.865923675206329	"IS09"
"KAT2B"	"KAT2B"	-0.00269222890313457	0.377781210861956	0.130996273414684	-0.0994745553540254	-0.152598654841364	-0.265576962095103	-0.11421720618232	0.434843428912778	0.861727893719997	-0.183575456962899	-0.129303149695738	"S01"	0.861727893719997	"IS09"
"CCDC186"	"CCDC186"	-0.272847555911967	0.0991321272336028	0.692244587037672	0.10083332816298	-0.376552823458655	-0.156470309671163	0.0855632534108233	0.180976879490432	0.860286983359456	-0.111958128388824	-0.627080706719165	"S01"	0.860286983359456	"IS09"
"MED13"	"MED13"	0.0713163491186969	0.0463462240536632	0.222765015849364	-0.0792583735640485	-0.210860171037681	-0.0556129765337111	-0.111750194556098	0.31405375443825	0.859485975520275	-0.18844802100753	-0.145402717698693	"S01"	0.859485975520275	"IS09"
"LRCH3"	"LRCH3"	0.123064631084342	-0.319136162248493	0.429462607806349	-0.2406120385412	-0.125764813775025	-0.167824442515886	-0.0785279152600702	0.161078012861629	0.859099325414969	-0.173492523719104	-0.100920790018227	"S01"	0.859099325414969	"IS09"
"TPT1"	"TPT1"	0.0333159267535539	0.677874298265295	0.271102248935507	0.255591199913239	-0.102366376856687	-2.40807997020837	-0.254121989997132	-0.00732664765436741	0.858707362039044	0.0390136377857554	-0.219186351292841	"S01"	0.858707362039044	"IS09"
"PRPF40A"	"PRPF40A"	0.0596810833538022	0.0398145160714982	0.607929692412268	-0.146799723299035	-0.465572132446522	-0.233616381474928	-0.158660208164128	-0.125737213240764	0.85586994520749	-0.293427295523506	0.231622827715054	"S01"	0.85586994520749	"IS09"
"BAZ1A"	"BAZ1A"	0.132713245362919	-0.259485682409704	0.186827969937859	-0.0739773938710389	-0.367850262462389	-0.142377274585934	-0.152247043391263	0.0749366600730297	0.855158451338035	-0.184922071595312	0.41380180447909	"S01"	0.855158451338035	"IS09"
"RASSF2"	"RASSF2"	0.0553711950169883	-0.157510939016165	0.261788393426564	0.055593049230222	-0.0585068681829924	-0.336743544416566	-0.186241250077184	0.0803286888268575	0.851391187592477	-0.356472339887084	0.212035864353652	"S01"	0.851391187592477	"IS09"
"VPS13D"	"VPS13D"	0.033588694942723	0.0465297273883047	0.179624659623003	-0.11855106339533	-0.189635188686985	-0.0303144506725515	-0.0512391186323084	-0.133280150688099	0.84879503638928	-0.135793584878488	-0.0377361907396466	"S01"	0.84879503638928	"IS09"
"CCNT1"	"CCNT1"	-0.0249649585252735	0.0507230461274652	0.181046384095142	-0.0608327668204693	-0.0395635818604885	-0.0455116068752999	-0.0152223404417853	-0.0104893384021157	0.844794008646141	-0.197653956093478	-0.198391373689818	"S01"	0.844794008646141	"IS09"
"BIRC6"	"BIRC6"	-0.0749132092932155	-0.214485132660453	0.434275339202021	-0.0146830053463449	-0.132657161948729	-0.29124642046868	-0.0593930866604052	0.243712841829756	0.842034758270177	-0.24691296238998	-0.00375840580395532	"S01"	0.842034758270177	"IS09"
"MDN1"	"MDN1"	-0.121527956732492	0.0825391987793836	0.192037428865718	0.0762159315909652	-0.223842123313225	0.210644366923703	-0.0546976166599755	-0.104471698422314	0.8416321362673	-0.116780283192963	-0.170385714292619	"S01"	0.8416321362673	"IS09"
"ATAD2B"	"ATAD2B"	0.0794279536367623	-0.196221995825416	0.515988059616008	-0.198585170525217	-0.197244434648048	0.0273654718749408	-0.163607276301766	-0.191816836238934	0.839938950204108	-0.199518585248363	0.00679629268892579	"S01"	0.839938950204108	"IS09"
"EIF2AK4"	"EIF2AK4"	0.147621506341488	-0.0963398612935009	0.134462515287998	-0.133674073538118	-0.364397151772852	-0.00820714022830564	-0.185628763096034	-0.0137420629133397	0.838061308616624	0.0807660595790729	0.0043187527090711	"S01"	0.838061308616624	"IS09"
"HIP1"	"HIP1"	-0.0953989328788983	-0.203424987077852	0.40239857250035	0.0869207924999123	-0.177887707820872	0.0180033672801038	-0.0160545778126772	0.0181385448444573	0.834242111767309	-0.279297603805132	-0.109705067360817	"S01"	0.834242111767309	"IS09"
"LCP1"	"LCP1"	-0.273603116986576	0.671982834448409	0.484334207140173	-0.0405074477859614	-0.487926777529761	-0.177912203970929	-0.267305007082531	0.0267306589364783	0.831044609872766	-0.3417847696274	0.620128966209816	"S01"	0.831044609872766	"IS09"
"RANBP2"	"RANBP2"	0.636539201636785	-0.159722062204966	0.0388520374084715	-0.38970246414568	-0.444553875851329	0.0849662077004708	-0.628307092112484	0.11947382978392	0.826345421148719	0.462073720921978	-0.219267305838279	"S01"	0.826345421148719	"IS09"
"SLITRK5"	"SLITRK5"	-0.104522033563868	0.0454811378418458	0.164203185366193	-0.173222509722677	-0.0680163123552298	0.139275506749254	0.0407763968071028	0.18487335466323	0.825322812642538	-0.0935907363817596	-0.21717532449877	"S01"	0.825322812642538	"IS09"
"AGO3"	"AGO3"	-0.0368647603377103	-0.220363750920464	0.258038915258038	-0.0526236132489697	-0.046032682975204	-0.0291164313090095	-0.0862591517808254	-0.0216423648161564	0.816841474723845	-0.178493744680792	0.0319599743996477	"S01"	0.816841474723845	"IS09"
"CSDE1"	"CSDE1"	-0.005144914513928	0.262932658733646	0.250573575351851	0.0665040695522873	-0.45713348206145	-0.563517898028395	-0.0363052339471843	0.0880269264065574	0.816116946032962	-0.163585774798722	0.0524515776498495	"S01"	0.816116946032962	"IS09"
"SERINC1"	"SERINC1"	0.00246562866780578	0.0784132915663835	0.294594347370232	-0.0119673333729224	-0.31683268539046	-0.185878973999017	-0.0795453440977302	0.322400848913913	0.814995445234629	-0.139650062546605	-0.156447848364513	"S01"	0.814995445234629	"IS09"
"XRN1"	"XRN1"	-0.191721252912314	0.0783655092412589	0.570434075940967	0.0439467778234276	-0.298489650151881	0.0135397679028769	-0.0415388990743217	-0.0266674827328472	0.807082976252627	-0.148713425332868	-0.316224409358483	"S01"	0.807082976252627	"IS09"
"SRSF11"	"SRSF11"	0.00905556551056734	-0.0580213917604291	0.197020470220523	-0.0290008792150726	-0.466641391119564	-0.250974189284927	0.111281138653114	0.0477913266898685	0.806653621189332	-0.130839013231091	0.0807943442833524	"S01"	0.806653621189332	"IS09"
"BAZ2B"	"BAZ2B"	-0.0479674777339982	-0.0485592283184124	0.335897770455952	0.0797213822899541	-0.164857612040081	-0.163228983827071	-0.14384985594756	-0.073481069460052	0.802570075934809	-0.115568605566949	-0.157971979495708	"S01"	0.802570075934809	"IS09"
"PBRM1"	"PBRM1"	-0.0244179673072266	-0.231100104287236	0.493449965621472	-0.157044851488218	-0.386556676931558	-0.152512331487204	-0.0317711079710263	0.0531324692160927	0.80236390022087	-0.117251818228907	0.120647077286954	"S01"	0.80236390022087	"IS09"
"DDX5"	"DDX5"	0.275505334063803	-0.434500522297145	0.363604044414554	-0.189777353395858	-0.65805166896221	0.0281407761919813	-0.207619336763333	0.19637298312471	0.797482066225323	0.160359674025515	0.0114211880234349	"S01"	0.797482066225323	"IS09"
"TNFRSF1B"	"TNFRSF1B"	0.518090368443416	0.150362153937478	-0.017621897375274	-0.0728433404591791	-0.391404071471536	-0.207970472538053	-0.441750854774404	-0.325394997048432	0.79741388627403	0.0754862834842857	-0.0886298847389325	"S01"	0.79741388627403	"IS09"
"UHMK1"	"UHMK1"	-0.175314347774786	-0.0229150442955331	0.579623292276032	0.129871912213094	-0.268148030192984	-0.263393018441061	-0.0348435658532415	-0.303326590282721	0.796929021165745	-0.17532615279719	-0.191420380963248	"S01"	0.796929021165745	"IS09"
"DSTN"	"DSTN"	0.363769480977065	-0.232081633195852	-0.0164974781707988	-0.322522042345478	-0.387048204721095	-0.569323706958808	-0.192727726576696	-0.115577553681313	0.780548373888404	0.474512166952203	-0.0892580583495188	"S01"	0.780548373888404	"IS09"
"SKIL"	"SKIL"	0.418276709033295	-0.0507188381488049	0.153507347252872	-0.307286604757829	-0.298446340966202	-0.0243327350300287	-0.500130948141445	0.162174621671182	0.776395885809262	0.13939546486881	0.0152496230429874	"S01"	0.776395885809262	"IS09"
"POLE3"	"POLE3"	-0.019695230593795	0.0590269039405175	0.107393543679966	0.123907246660297	-0.258269640183875	-0.196174455367815	-0.146452217935146	0.0859662032316376	0.762965487596772	0.00695744636554088	-0.123829383396521	"S01"	0.762965487596772	"IS09"
"TNFSF13"	"TNFSF13"	-0.10312501293724	-0.0920093126554092	-0.0506908040320123	0.0809051320247307	-0.0961550811035453	0.169031987442222	-0.100462711919877	-0.088383027119892	0.757961474740964	-0.0997056455150553	0.224882565559183	"S01"	0.757961474740964	"IS09"
"GNB1"	"GNB1"	-0.0441702668142296	0.683094379859499	0.318490627086544	-0.0371510536880064	-0.420176395936002	-0.350361762522222	-0.134223538491075	-0.0481992760115658	0.757571147513722	-0.293429157320492	0.149018854907474	"S01"	0.757571147513722	"IS09"
"GNA12"	"GNA12"	0.357613422023776	0.138556167731799	0.0455859300670916	-0.163740828120052	-0.3242654047116	-0.124501153889057	-0.164839109774366	0.148212373294896	0.751071138332574	-0.0270585458666526	-0.279532123290476	"S01"	0.751071138332574	"IS09"
"PTPN1"	"PTPN1"	0.547110909817724	0.469613921914016	0.159139298731326	-0.537474562028006	-0.477644557417251	-0.325021271082461	-0.435944191960906	0.309617769381034	0.73418803888512	-0.110776227506266	0.326263877634086	"S01"	0.73418803888512	"IS09"
"RASGEF1B"	"RASGEF1B"	-0.390977715065559	0.501677467162618	0.613515650183	0.275862903958028	-0.20004353688647	0.018962767467725	-0.250582364171299	0.237680075641746	0.629495651545398	-0.354328664569097	-0.0964478896580682	"S01"	0.629495651545398	"IS09"
"GPR65"	"GPR65"	0.558870081701446	-0.285344643128111	0.129294725608523	-0.342647160204839	-0.451067755637344	-0.25954173906353	-0.408583325716048	0.00740333930805156	0.590826842510951	0.365088378499697	-0.0505132848032874	"S01"	0.590826842510951	"IS09"
"ODC1"	"ODC1"	0.579734826624943	-0.149034626625273	0.160727073475208	-0.0312255907358252	-0.290464622762128	-0.455232308299183	-0.309289594586544	-0.219581455332128	0.589260712603676	0.137121690596898	-0.546892098366745	"S01"	0.589260712603676	"IS09"
"NR4A2"	"NR4A2"	0.255063429257001	0.421893457653329	-0.298644995794472	0.188937677891744	-0.481221342142087	-0.0311192965978095	-0.712851860959015	0.259236013283026	0.526313601030924	0.515636608676808	-0.0394401770205011	"S01"	0.526313601030924	"IS09"
"GGNBP2"	"GGNBP2"	-0.230856645866479	-0.208532580871579	0.515624253192856	0.183256550641304	-0.221969306301021	-0.00569495429129877	0.115527214393144	-0.224824498615745	0.522443536790453	-0.273088140633134	-0.070805455758289	"S01"	0.522443536790453	"IS09"
