"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"State"	"MaxFC"	"InitialState"
"GIMAP4"	"GIMAP4"	0.142800795153495	0.168156571160075	-0.0116867925172862	-0.517754785056301	0.329953972796209	0.586969580324788	-0.0509864974643867	0.125710363629721	"S05"	0.586969580324788	"IS06"
"STK4"	"STK4"	0.0667196262518363	0.0628237903160447	-0.537777251401428	-0.141330791844592	0.0650305681728245	0.586548709963319	-0.0329083164659259	-0.103960855747339	"S05"	0.586548709963319	"IS06"
"FCRL3"	"FCRL3"	0.243659658248378	0.023184462124512	-0.163306393419121	-0.127231837768035	-0.154752948430337	0.57884771917191	0.00193541480369775	-0.101897094445604	"S05"	0.57884771917191	"IS06"
"TNFSF9"	"TNFSF9"	0.318504407274846	0.435821017792201	-0.150110006868279	-0.310661297493798	-0.119382205890123	0.532893273634947	0.379491228995083	-0.32263131171364	"S05"	0.532893273634947	"IS06"
"PYHIN1"	"PYHIN1"	0.0971304541024715	-0.116066682601463	-0.0774616140345904	-0.33229288178955	0.291727315845608	0.52802447879198	0.0249596597169221	0.0697693340164044	"S05"	0.52802447879198	"IS06"
"TRAT1"	"TRAT1"	0.158410799051042	0.0695430412698656	-0.0760131674175509	-0.159053037923327	0.180067480596232	0.526551413569253	-0.244632081714203	-0.10248270606175	"S05"	0.526551413569253	"IS06"
"SYNE1"	"SYNE1"	0.157838251779489	0.328392064396015	-0.133448117010517	-0.259088265967626	-0.101185096905339	0.50518108957027	0.325551049208468	-0.215389886380153	"S05"	0.50518108957027	"IS06"
"SLAMF6"	"SLAMF6"	0.10710162298751	0.0294879404896156	-0.314191492775081	-0.183571010463919	-0.0796712275330644	0.491851471509264	0.143806791066153	-0.0254483760360381	"S05"	0.491851471509264	"IS06"
"CYTIP"	"CYTIP"	0.449501632235438	0.324952619653786	0.317316055707775	-0.309429153993776	0.191216598898912	0.484336779803839	-0.326713244054988	-0.176985867664864	"S05"	0.484336779803839	"IS06"
"NFATC2"	"NFATC2"	0.365052239950161	0.212786491992704	0.36595890456996	-0.233219543295906	-0.0681350449801398	0.483440113869486	0.024256057382166	-0.190986046701946	"S05"	0.483440113869486	"IS06"
"IKZF3"	"IKZF3"	-0.00773634396556332	0.452762475286429	0.129619515930162	-0.397356327084935	0.0725128086206777	0.46672413519986	0.382033417895055	-0.138407068597886	"S05"	0.46672413519986	"IS06"
"LIMD2"	"LIMD2"	0.382001137967654	-0.656669354600389	0.292436559759021	-0.187299905407536	0.229645485101494	0.465138067974511	-0.180776689815033	0.161985668790884	"S05"	0.465138067974511	"IS06"
"GZMK"	"GZMK"	0.327086587611273	0.130006332946908	-0.409357965493307	0.17845810859289	-0.102139526501616	0.425075342344804	-0.560958939559416	-0.30155823160628	"S05"	0.425075342344804	"IS06"
"SH2D1A"	"SH2D1A"	0.323839599255417	-0.632100020867363	-0.113641118225203	0.0356266699268526	0.249409096332985	0.417514347863686	-0.114693288589882	-0.129314783860782	"S05"	0.417514347863686	"IS06"
"STK17A"	"STK17A"	0.250126749685438	-0.014409542352786	-0.181766455538461	-0.0706285253815253	0.110366995036651	0.408987169406767	-0.157710434830901	-0.17654780842716	"S05"	0.408987169406767	"IS06"
"CD28"	"CD28"	0.165475281156663	0.205214188248412	0.096750225861467	-0.0323784838028211	-0.137033643816769	0.408135258421512	-0.0507941237677427	-0.223597167523664	"S05"	0.408135258421512	"IS06"
"ACAP1"	"ACAP1"	-0.137272167631921	-0.353589436375209	-0.10224796991551	-0.0255412137611346	0.309479188862743	0.406126688582189	-0.129661298015429	0.0322577205276328	"S05"	0.406126688582189	"IS06"
"CDC42SE2"	"CDC42SE2"	-0.0997548501066503	-0.567358508801181	-0.0216581921751949	0.186430670895342	0.0698356846824277	0.395918142446417	0.0142772376990324	-0.085385103551824	"S05"	0.395918142446417	"IS06"
"SAMD3"	"SAMD3"	0.105835748892627	-0.140390448170392	0.105084958668947	-0.0753859955663906	0.16756485311297	0.388546952372086	-0.11716029834389	-0.0817148479074071	"S05"	0.388546952372086	"IS06"
"RSRP1"	"RSRP1"	0.0299210928835227	-0.327328279217971	-0.363371415896273	0.188222935888764	-0.0461450861262961	0.386788813704464	-0.08328982659183	-0.15210077399614	"S05"	0.386788813704464	"IS06"
"AKNA"	"AKNA"	0.0694384171874535	0.267842548984921	0.138148112974978	-0.211180282774002	0.0307354985119471	0.368939213740778	0.306861945886853	-0.231182452634026	"S05"	0.368939213740778	"IS06"
"RHOH"	"RHOH"	0.102324080953424	0.127543205099434	-0.348123425700591	0.0843976012534761	-0.0444612323525147	0.368627355701737	-0.306135097509536	-0.189720067291029	"S05"	0.368627355701737	"IS06"
"DTHD1"	"DTHD1"	0.150002653846071	0.0691888317777173	-0.0529977911325111	-0.220370465207859	0.0794698526700233	0.349746126308827	0.0831568493409452	-0.0483123135964084	"S05"	0.349746126308827	"IS06"
"CRIP1"	"CRIP1"	0.176246050184419	-0.60999440002417	-0.130893016233052	0.242535121628663	0.270429122042996	0.321255600213203	-0.38746800615677	-0.178403978069632	"S05"	0.321255600213203	"IS06"
"F2R"	"F2R"	0.065067500552536	0.163660129566268	0.0946999218427005	-0.252273435932519	0.236123986822733	0.317860879033964	0.120284664151432	-0.122106772250567	"S05"	0.317860879033964	"IS06"
"TTC16"	"TTC16"	-0.0492016579175442	0.0354449880622413	-0.126058487775698	-0.124180740786322	-0.040729802616397	0.317428728314257	0.165961282685759	0.000680902532067617	"S05"	0.317428728314257	"IS06"
"ELF1"	"ELF1"	-0.165425527628391	0.278359878995904	-0.0788754479398328	0.113713403717654	-0.027816365075449	0.310906776075228	-0.0518068097515149	-0.297215831450822	"S05"	0.310906776075228	"IS06"
"ZFYVE28"	"ZFYVE28"	-0.0386104573933971	-0.116974185284526	0.120653960043196	-0.0120474953554157	-0.00879943988921676	0.297848390962996	0.115081528091845	-0.0742336277481652	"S05"	0.297848390962996	"IS06"
"CD247"	"CD247"	0.208096289794696	0.139358375946678	0.0294144109352101	-0.197404692503544	0.225918196072675	0.295198751614337	-0.0787833728702128	-0.144355307055105	"S05"	0.295198751614337	"IS06"
"HLA-F"	"HLA-F"	0.0565827029258118	0.108488854869439	-0.248581277961752	-0.0160793144779255	0.0750028386728252	0.294872250683101	-0.316300408503343	-0.0597477149491517	"S05"	0.294872250683101	"IS06"
"WIPF1"	"WIPF1"	0.160272738106298	-0.0379697006393027	0.242150457032145	-0.153610798623033	0.239386487028636	0.293688202965148	0.198584179763391	-0.238656500694783	"S05"	0.293688202965148	"IS06"
"GIMAP2"	"GIMAP2"	-0.025030120944546	-0.0744450914494466	-0.108702562640849	-0.0506031445999093	0.0865313919331171	0.275524854079861	-0.128446036600268	0.034677536462861	"S05"	0.275524854079861	"IS06"
"GPR171"	"GPR171"	-0.22998456637971	0.175962160648561	-0.169060477537829	-0.255032372955804	0.256219851085638	0.268451090478216	0.0422893174003881	0.104715462028908	"S05"	0.268451090478216	"IS06"
"ITM2A"	"ITM2A"	0.0187274147122278	0.0515424380675912	0.122202462221269	0.0290166797620789	0.238060514699195	0.249698989873196	-0.0556656452862288	-0.306288366799409	"S05"	0.249698989873196	"IS06"
"LYST"	"LYST"	-0.0442002925603539	0.0514618486430236	0.0101316283540618	-0.0378339019982944	0.198783318964502	0.240827688507591	0.00573634894717529	-0.174980013535904	"S05"	0.240827688507591	"IS06"
"FYN"	"FYN"	0.171018284476168	0.197018003907423	-0.426078272031333	-0.00395027183186792	-0.10316149912784	0.234533682882775	-0.0772723572734333	-0.168247100882474	"S05"	0.234533682882775	"IS06"
"NAP1L2"	"NAP1L2"	-0.0259492992659099	0.172827919103323	-0.124755577015379	-0.0687856558706081	-0.138954030000035	0.230399854636807	0.0766645386648094	-0.0259936911230865	"S05"	0.230399854636807	"IS06"
"EIF4A2"	"EIF4A2"	-0.265687368099038	0.177557252954235	0.033372120035671	0.0183157699327988	0.0851359911568828	0.226842666235772	0.0741762024598477	-0.158837407464492	"S05"	0.226842666235772	"IS06"
"PTPN4"	"PTPN4"	0.128990537392888	0.149554347067263	0.171567190648145	-0.175989274596661	0.00362179807661467	0.180761585587319	0.0605428199611727	-0.0307882695604569	"S05"	0.180761585587319	"IS06"
"JAKMIP1"	"JAKMIP1"	0.0583764868133131	-0.203481165350158	-0.0761704308356852	0.00139960450710351	0.048263476492289	0.112783949588169	0.0792148718952802	-0.03004192188624	"S05"	0.112783949588169	"IS06"
