"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"IS18"	"State"	"MaxFC"	"InitialState"
"DCHS1"	"DCHS1"	0.877659424677226	-0.203457820814727	0.295559638676979	-0.550682174856947	0.405399013564784	-0.00747531279383972	-0.013043321373397	0.240076198140742	-0.0553240840726856	0.833216407760411	0.237783442685799	0.28703003833742	-0.207245992853859	-0.153673649198246	-0.210831012847047	-0.498043521124452	0.0709001412268307	-0.256775696552823	"S03"	0.877659424677226	"IS01"
"TMIGD3"	"TMIGD3"	0.791043311888185	-0.20003892589197	-0.061443087013921	0.100293982623356	-0.0278809331798348	0.0620461128897682	0.0324692903680731	0.0730150734285014	-0.195145523234132	0.534237680683782	-0.174646360135063	0.266682340530627	-0.0373793674000333	-0.188545246775928	-0.16356358433212	-0.191115256335451	0.0743204777225683	-0.120630890004386	"S03"	0.791043311888185	"IS01"
"ATG16L2"	"ATG16L2"	0.785416606663003	-0.139424033066509	0.0814255032537486	-0.180846036338165	-0.189370492312247	-0.0333992730742077	0.164831144641293	0.0660403244813121	0.0673678813619469	0.264763354156292	0.0600230420435803	-0.0534957140150118	-0.0294412368422447	0.12210771184365	0.0526590695545452	-0.0558829893134576	0.0517352240859241	0.0715546573931102	"S03"	0.785416606663003	"IS01"
"SNTB2"	"SNTB2"	0.718262449837676	0.234436947289409	0.539925897968426	-0.413889044958988	-0.401874466128909	0.111010100355944	0.168269875035343	-0.201779801317797	-0.269989900312783	0.240928500689766	0.637784623953248	0.182125803958578	0.0435623825681427	0.299814696258998	0.22010515454418	0.0696864767383826	-0.309865636075966	-0.318977956415201	"S03"	0.718262449837676	"IS01"
"TIMM23"	"TIMM23"	0.688353820295762	-0.0624850611787041	0.0976577448530209	-0.2958226548322	0.0168730969588012	0.176895990686502	0.285518971680594	-0.0454207694091621	0.23174681992016	0.0863853413936045	-0.0091981209984401	0.302311369326886	0.00799218425816707	-0.0469039251822455	-0.0255347320324781	0.187676158770797	-0.135322088801295	-0.207160957607412	"S03"	0.688353820295762	"IS01"
"MT-ND2"	"MT-ND2"	0.566512995638092	0.417481572701283	0.407838203432521	0.0840273487190069	-2.67549876874538	0.424992800606575	0.151349045391545	0.347460117828582	-0.507088600917766	0.375043609175539	0.416493968850898	0.224117336557998	0.430177690468418	-0.312194279990751	0.278431335767954	0.179182572316596	0.265482591793008	-0.251055187603084	"S03"	0.566512995638092	"IS01"
"EIF6"	"EIF6"	0.549955878519381	0.125123736957625	0.183871848285146	-0.339401540241156	-0.551320206742267	0.531035884319922	0.128847026916167	0.342251730302794	-0.212807640175277	-0.064363718045409	0.0290404642173567	0.369087482339705	0.323417228457674	-0.0715581016928468	-0.201453291695435	0.107725146012986	0.129435973936112	-0.576172562490235	"S03"	0.549955878519381	"IS01"
"PRELID1"	"PRELID1"	0.549053957470385	-0.0997349302984606	0.344039386794892	-0.353087363257466	-0.406117887133179	0.322137199227198	0.291766662827276	0.516826167004808	0.12275369104555	0.168603451240414	-0.258134958648096	0.438008091546601	0.423772460161422	-0.196563676722626	-0.357430180604949	0.36013003126679	-0.0374775124248798	-0.906591697871719	"S03"	0.549053957470385	"IS01"
"POLM"	"POLM"	0.50585929046612	-0.031111937124684	0.100870989696285	-0.165592512575982	-0.0823894826806056	0.0321358932364645	0.0434509335093458	0.207784011636003	-0.0583216381286754	0.0577419730523549	-0.0144593298455659	-0.100251149641176	0.102351731660729	-0.226300366825444	-0.0567968139569879	-0.0775700694950889	0.257296464876314	-0.23735299128666	"S03"	0.50585929046612	"IS01"
"PHKG1"	"PHKG1"	0.490396153110582	0.0592314162666708	0.0916674808287596	0.12650500308248	0.0551098195263759	-0.123637109397505	0.322818808961242	0.0403642216778478	-0.337566625521212	-0.00417938998929523	-0.0575677471251882	-0.066353833716872	0.00223673043842009	0.0527271809033854	-0.150882983144091	-0.0460211884326326	-0.095012481372326	-0.0314134572365542	"S03"	0.490396153110582	"IS01"
"MT-CO1"	"MT-CO1"	0.454288894514495	0.420842148045206	0.441225314478954	0.0254622342305281	-2.80549536628215	0.350931568016959	0.177544249007759	0.362453123392636	0.146742311287263	0.349940291785628	0.407857023816828	0.2735103796883	0.375582445825232	-0.43034175622203	0.239785129858261	0.181891475869699	0.181190987183972	-0.276326100662204	"S03"	0.454288894514495	"IS01"
"DHRS3"	"DHRS3"	0.454227907136676	-0.151940803645971	-0.279051033554766	-0.313708383418838	0.257027634300279	-0.0746728359587283	0.14484607909919	-0.108613190693742	-0.172577223769592	0.428199170272145	-0.127386239604187	-0.282826467968271	0.0677475807108137	-0.0128161333031491	0.407482485128096	-0.306667524887838	0.382294452174594	0.117281821042447	"S03"	0.454227907136676	"IS01"
"C2CD2L"	"C2CD2L"	0.331450870467642	-0.109186791628381	-0.0974658133542398	-0.148189489373734	0.144870799874084	0.0463187281936563	0.0444488078697617	0.0357931700303108	-0.15161411399572	0.257164382071587	0.0973053282976296	0.281624754723584	-0.00466611676741287	-0.0818198619295928	0.061955912575633	-0.200467843422758	-0.0348153277091848	-0.0299981069355806	"S03"	0.331450870467642	"IS01"
"PIGZ"	"PIGZ"	0.279195548675966	0.0985634609620431	0.253859725438482	-0.1826880326211	-0.0949578442671924	-0.0623077183447138	0.0168666549698652	0.0996909634902392	-0.125040600182064	-0.0671473080221599	-0.000706599362592585	-0.0561380273626153	0.0406627227672133	-0.099692067857654	-0.159108923920298	0.17752586164795	0.174216114304863	0.0622778175886559	"S03"	0.279195548675966	"IS01"
"ZMAT5"	"ZMAT5"	0.261289872424784	-0.0361428230067281	-0.0359762669906817	-0.196172130639467	-0.0458417490385046	0.143595732973554	0.240440855362211	0.0846759039733919	-0.148347445351303	0.187498065039528	0.00185434926154991	-0.0939068347983293	0.254205317397764	-0.323669733506186	-0.0749812297951813	-0.0779517459494813	0.0897971699335071	-0.237257107147737	"S03"	0.261289872424784	"IS01"
"FAM241A"	"FAM241A"	-0.265245398920375	-0.270385301640073	-0.278323237805198	-0.301580385073851	2.36921390455914	-0.282368979611686	-0.143877328678943	-0.283703197298855	0.57668133292135	-0.237902279517801	-0.265872043154001	-0.195706603308792	-0.288663043405478	-0.0108709497758202	-0.276574976261195	-0.243135258639714	-0.24005473578087	0.0177227366057577	"S04"	2.36921390455914	"IS05"
"CAVIN1"	"CAVIN1"	-0.410917174686016	-0.389882349536009	-0.403569084198628	-0.433316407612639	2.31308878206937	-0.437444961508414	-0.13557339367373	-0.378990568410156	2.00607097932475	-0.387758786709984	-0.380478133692848	-0.258618631114082	-0.447195701472106	0.262577381626012	-0.327030650820607	-0.117352112337771	-0.323231426216173	0.147638659167927	"S04"	2.31308878206937	"IS05"
"AFDN"	"AFDN"	-0.276871346047273	-0.278659226308856	-0.263994702988858	-0.264192122444658	2.28800466556545	-0.294745468857507	-0.126523326085818	-0.269251827505401	0.535065312724385	-0.245722911362533	-0.253067229972655	-0.14849768077395	-0.301315407193055	-0.212647519737822	-0.221618464719017	-0.0945651960124155	-0.195440536629782	-0.0668344330081939	"S04"	2.28800466556545	"IS05"
"TCIM"	"TCIM"	-0.294341061377115	-0.271574863372352	-0.28718999123775	-0.316735745556147	2.13396742892952	-0.313342985390772	-0.131934298896694	-0.275004850643358	0.794908049620091	-0.286674030105823	-0.265108646372364	-0.179216257060458	-0.320327466271423	0.155700586040374	-0.132437677539701	-0.302729963993811	-0.268107208403303	0.200926873984802	"S04"	2.13396742892952	"IS05"
"CAVIN2"	"CAVIN2"	-0.348316098986792	-0.312224256882015	-0.365489711958328	-0.383489491259726	2.08110956984926	-0.370802516664007	-0.15990601918474	-0.358038188645932	1.88136351994409	-0.352803397573686	-0.33443556320302	-0.266533713472313	-0.379067782551185	0.0025320922547295	-0.278477276082486	0.192461564725341	-0.316848388758779	-0.109540665724464	"S04"	2.08110956984926	"IS05"
"CEMIP2"	"CEMIP2"	-0.303081345150555	-0.273393215047536	-0.295056437556248	-0.333082575368937	2.05063047379553	-0.322647520061942	-0.255831621475898	-0.288340678802636	1.32162058471407	-0.233272786791234	-0.247824380598157	-0.266235269539235	-0.329839400972413	0.0203797825764732	-0.294877127754779	-0.179708895989688	-0.286020947243316	0.0797959291770272	"S04"	2.05063047379553	"IS05"
"JCAD"	"JCAD"	-0.264650314545219	-0.264868036535922	-0.277698812986766	-0.300903782291139	1.88310423553488	-0.281735478075073	-0.222364792208711	-0.261397127738671	1.13372637211741	-0.239391298887584	-0.266066455160618	-0.130625934222249	-0.288015420986711	-0.0986605543562055	-0.206679887064134	-0.22405200542252	-0.232356777505895	0.118485162680492	"S04"	1.88310423553488	"IS05"
"LHFPL6"	"LHFPL6"	-0.27267340735086	-0.218644093905351	-0.286117481796731	-0.289566301172177	1.8786446861283	-0.29027652172024	0.0605640425010003	-0.291648103223214	1.04544113407643	-0.287937567558796	-0.262761174671603	-0.211376306688084	-0.296746846286557	-0.167934747016868	-0.259592764783704	0.182472101325843	-0.261267443814889	-0.107477089764915	"S04"	1.8786446861283	"IS05"
"SELENOP"	"SELENOP"	-0.281022865954068	-0.281790716158635	-0.294878607764699	-0.306750517515424	1.78389579912422	-0.299165000523997	-0.0862301650209786	-0.300578580852934	1.21884488672658	-0.245999921369461	-0.253044530740804	-0.286781531240012	-0.305833451147565	-0.0616778729161414	-0.20617165744797	0.194306330464473	-0.201608365733157	-0.0394421960676586	"S04"	1.78389579912422	"IS05"
"SPART"	"SPART"	-0.204161045355447	-0.143820717973413	-0.214227139879926	-0.232128311842495	1.7700212785389	-0.217341172695624	0.0245048391765935	-0.218368128408533	0.296372887453195	-0.21558990794532	-0.217341172695624	-0.208344673334043	-0.222185753031059	0.178410077268627	-0.212881492016358	-0.168160567958946	-0.131956405305252	-0.0384339862133675	"S04"	1.7700212785389	"IS05"
"TMEM273"	"TMEM273"	-0.213240797271277	-0.199124489006949	-0.223754566036864	-0.22371230407631	1.76282668716316	-0.227007090724873	-0.0875942172929736	-0.198518629036537	0.457766116075818	-0.22517794113888	-0.196879148207002	-0.21761048573995	-0.232067126400996	0.235410860202587	-0.0934530580936031	-0.150425578376811	-0.186051505785811	-0.106262059250569	"S04"	1.76282668716316	"IS05"
"MINDY2"	"MINDY2"	-0.204817686166257	-0.220491153719835	-0.214916156154226	-0.232874903449305	1.74047900202646	-0.218040204597682	-0.0174926708436496	-0.219070463296383	0.47157932155106	-0.2162833072748	-0.218040204597682	-0.209014769899172	-0.222900366500865	0.195464975524811	-0.164917642786384	0.0204452997482867	-0.158404461454381	-0.160548978681155	"S04"	1.74047900202646	"IS05"
"SELENOM"	"SELENOM"	-0.264972435117066	-0.246091154383266	-0.278036815609564	-0.271935833306222	1.63753401636398	-0.28207839394677	0.0331906342826834	-0.283411238591707	1.40260168498293	-0.222477982030634	-0.270488464276857	-0.222408917900489	-0.288365980525129	-0.268859561304602	-0.276290353199956	0.0239221715137785	-0.244221549789275	-0.0595584206239269	"S04"	1.63753401636398	"IS05"
"CPLANE1"	"CPLANE1"	-0.175754647863989	-0.11731991859162	-0.184420174117713	-0.19983062702344	1.58977796056933	-0.187100929107026	-0.0516292418184467	-0.187984997071019	0.142252963685706	-0.185593330441617	-0.16050087949643	-0.179356177533333	-0.191271448068764	0.115461443427205	-0.0683717084694761	0.0375030972386341	-0.188308551282845	-0.104740021937106	"S04"	1.58977796056933	"IS05"
"TLNRD1"	"TLNRD1"	-0.21658043401827	-0.186508162820092	-0.227258862497046	-0.246248986623512	1.56938765984788	-0.230562326081869	-0.0631556420659887	-0.194129027872377	0.805606828958613	-0.197407474945794	-0.200717088125058	-0.221018557666185	-0.235701608699952	0.30715765931543	-0.191740103627245	-0.157696595590021	-0.142157406578586	-0.175978812330041	"S04"	1.56938765984788	"IS05"
"PTPA"	"PTPA"	-0.207498609799036	-0.19353456818298	-0.164090257541145	-0.209023592952118	1.55304872881345	-0.220894201966481	-0.17343511711941	-0.153659974128299	0.61773091297945	-0.188135014162361	-0.204304280177013	-0.134700350228376	-0.225817980069755	-0.210542599184841	-0.182616492668238	-0.00114592319459631	-0.124281209950135	-0.0685528186729566	"S04"	1.55304872881345	"IS05"
"RIPOR1"	"RIPOR1"	-0.244487745803576	-0.26319692479503	-0.25654213529326	-0.277979217831464	1.51743621399334	-0.26027126423724	0.052735816202436	-0.234921323978116	1.13298034430316	-0.258174082718789	-0.229013570328535	-0.190853019776165	-0.266072765319452	0.0361971206006471	-0.25493068971981	-0.10011358143855	-0.177234393542586	0.0993685594093016	"S04"	1.51743621399334	"IS05"
"HPF1"	"HPF1"	-0.204837410400254	-0.199736839191766	-0.17563789366338	-0.207357423741422	1.49149204195893	-0.218061202178979	-0.0736082394179284	-0.157783590825436	0.618533379520959	-0.181775746820329	-0.200270416978113	-0.0287173604753415	-0.222921832122654	-0.0451860479646561	-0.21358674702539	0.155233045917189	-0.198781608708609	-0.148144005359656	"S04"	1.49149204195893	"IS05"
"PECAM1"	"PECAM1"	-0.319327708370312	-0.524144180411156	-0.579540312398733	-0.498295410350742	1.47840473673509	1.05544547311882	-0.44329737311845	-0.0857330712138672	1.23201679162315	-0.206245156916968	-0.320473767425285	-0.311147519418232	-0.790001729169814	0.830619982874959	-0.253059641848344	0.00905102583100491	-0.142926569314958	0.384678946857315	"S04"	1.47840473673509	"IS05"
"MACO1"	"MACO1"	-0.17572689789097	-0.127912635376837	-0.18439105594122	-0.199799075684254	1.45878979285081	-0.187071387665034	-0.126784808086978	-0.139055173860088	0.454949985783884	-0.155144785491631	-0.187071387665034	-0.179327858913326	-0.191241248141834	0.257282765569211	-0.183232820665207	-0.03201296485858	-0.188278819168897	-0.125412994503322	"S04"	1.45878979285081	"IS05"
"RETREG3"	"RETREG3"	-0.158711063841179	-0.170856268467158	-0.166536261679113	-0.180452305463258	1.44165161093302	-0.168957053854013	0.0545052576268573	-0.169755390448684	0.125962702060379	-0.167595652656716	-0.137089826157848	-0.0171353358299578	-0.172723142029955	0.0297614437606818	-0.114183995738568	0.023817470783683	-0.170047568401263	-0.0905176227531184	"S04"	1.44165161093302	"IS05"
"MARF1"	"MARF1"	-0.173167609390063	-0.161213207716414	-0.181705582545831	-0.196889199717469	1.37930955561615	-0.184346877888524	0.00828679332546845	-0.185217932723908	0.493581945295411	-0.182861470475512	-0.184346877888524	-0.0764684403498476	-0.188456008470829	-0.0124322492528499	-0.180564215821297	-0.17810299354864	-0.185536724346496	0.112201594290034	"S04"	1.37930955561615	"IS05"
"HDGFL3"	"HDGFL3"	-0.218881720662279	-0.187099922108704	-0.229673613337158	-0.204496063619494	1.33081767454665	-0.233012178045778	-0.100909956637262	-0.204272711812816	0.813773616431797	-0.231134641411821	-0.18930159129714	-0.128057317538183	-0.238206068378092	0.146114211782648	-0.184111947753884	0.0117671631048139	-0.157878549262461	0.0907334932690516	"S04"	1.33081767454665	"IS05"
"LRMDA"	"LRMDA"	-0.169103034802474	-0.155658819861807	-0.177440605418525	-0.192267834090484	1.23262057507931	-0.180019904513963	-0.0156315480555864	-0.180870514028419	0.824596130894224	-0.178569362450449	-0.146450241126221	-0.172568260925475	-0.184032585951993	-0.17158376391938	-0.176326028751323	-0.122583673239075	-0.18118182300265	-0.0276286720243618	"S04"	1.23262057507931	"IS05"
"DELE1"	"DELE1"	-0.189604649008285	-0.18146863829245	-0.19895304510351	-0.215577888598461	1.22230395199748	-0.201845051744605	-0.0574870931738987	-0.202798786954738	0.686931147525543	-0.164007010508579	-0.167313208341652	-0.0772450903739046	-0.206344220293107	-0.192386135301805	-0.158258728235154	0.073806121926842	-0.11637883593634	0.118512397422966	"S04"	1.22230395199748	"IS05"
"ENTR1"	"ENTR1"	-0.146013706358748	-0.157187258466616	-0.153212865079344	-0.166015583942139	1.15879994182806	-0.155439986675196	0.0219558304454334	-0.156174453966187	0.219797027959467	-0.15418750162565	-0.123411704679792	-0.149005790505444	-0.158904776587974	0.0262802699399047	-0.152250472710755	0.0819191170840908	-0.0892155886756203	0.0652666364094733	"S04"	1.15879994182806	"IS05"
"SLC49A3"	"SLC49A3"	-0.130155608393342	-0.140115635494779	-0.136572888706036	-0.147985143789691	1.14008994707373	-0.138558129499539	-0.0806668813166403	-0.139212828565044	0.477042515454701	-0.137441672985336	-0.0357261537483105	-0.132822731516157	-0.141646619274223	-0.132064981621607	-0.135715018802103	-0.133865123874194	-0.139452437564295	-0.136114012977498	"S04"	1.14008994707373	"IS05"
"BOD1L1"	"BOD1L1"	-0.293444576443879	-0.186319593174416	0.108477250590575	-0.497222918937189	1.13099493493115	-0.338535196746309	0.204782138619021	-0.00670234975606654	-0.175186073607475	0.37617810877155	0.114426064664738	0.270504030476796	-0.234287716656334	-0.373908794276994	0.171319973028966	-0.155071011299493	0.0769765580716888	-0.277165007321344	"S04"	1.13099493493115	"IS05"
"MINDY3"	"MINDY3"	-0.143364157683	-0.154334955741751	-0.150432681260291	-0.163003083393	1.12616214846385	-0.152619389752317	-0.0149711953513969	-0.153340529480529	0.467182103074758	-0.116752957513625	-0.120533363634699	-0.146301947799455	-0.15602130796795	-0.0078433987171359	-0.149487752357902	-0.0452883876211719	-0.124073462801397	-0.0477549566406984	"S04"	1.12616214846385	"IS05"
"RTL6"	"RTL6"	-0.143913722298714	-0.154926575237267	-0.151009341982216	-0.12177376497025	1.11938933951629	-0.153204432887473	-0.0848547180155962	-0.153928336994759	0.684179366524068	-0.11805307745849	-0.153204432887473	-0.0313621523516964	-0.156619391837325	-0.146024926048818	-0.150060790839112	-0.148015352550103	-0.15419327389148	-0.150501960740781	"S04"	1.11938933951629	"IS05"
"SYNE2"	"SYNE2"	-0.266827415940185	0.250807491838581	-0.110406565565206	-0.657307986448624	1.09990510307755	-0.34548062006651	0.156828814836411	-0.240250185268277	0.217366589392454	-0.0328570571839485	0.26425414738901	0.20995596022523	-0.394415401822198	-0.224525139496504	0.741999863605447	-0.267659438515834	-0.0402232493323602	-0.0872150541095219	"S04"	1.09990510307755	"IS05"
"KNOP1"	"KNOP1"	-0.391208068375708	-0.278673335927044	-0.288274881074405	-0.245093642017241	1.09265488803503	0.53238084517482	-0.132826793780174	0.064671100833448	-0.0664763179102098	-0.0209490574910122	-0.107143379762386	-0.162821802369076	-0.370689805353084	0.0579137362708268	-0.183140549938546	0.125588252114515	-0.0666424120804139	0.0733459196823189	"S04"	1.09265488803503	"IS05"
"SETD2"	"SETD2"	-0.540430765769539	-0.126417571694046	0.131729134980492	-0.436500910178437	1.09006502481825	-0.17919567849422	0.211417333206209	0.0405109038432095	-0.128813190728449	0.121369702842494	0.0864671624811293	0.363622251389067	-0.242917357620077	-0.257855725319408	0.144011737621266	-0.2062250949225	-0.115004149688882	-0.191049564529778	"S04"	1.09006502481825	"IS05"
"GOLGB1"	"GOLGB1"	-0.12327133526234	-0.103118686010268	0.0344598293837927	-0.53504947734951	1.07364666639579	-0.293502308716781	0.297782209665429	-0.00808384094213152	0.297859237557497	0.282845478428517	0.186415707880741	0.0360126719768116	-0.410200797881472	-0.0581819671654246	0.177105495376285	0.0286090462242437	-0.127264087289725	-0.333450135565914	"S04"	1.07364666639579	"IS05"
"DOC2B"	"DOC2B"	-0.346148217021231	-0.0742833717836352	-0.133801881507286	-0.307315981839315	1.06549836575448	0.460967555341962	-0.184161694601689	-0.22773590485282	0.0240394232843135	-0.213467845074515	0.0836224059543723	-0.189857447342652	-0.323154416220547	0.670604681100533	-0.112970629084151	0.061785852203854	-0.0974820289740781	-0.0757736931289331	"S04"	1.06549836575448	"IS05"
"COP1"	"COP1"	-0.17214959256165	-0.185323167089714	-0.180637372725878	-0.195731728528999	1.05018794842333	-0.183263140435446	-0.178903374573668	-0.184129074518259	0.901540780945355	-0.1524984269983	-0.161788357616103	0.0763576372775162	-0.187348114282565	0.0735530638913879	-0.179502715862022	0.0620541341844259	-0.184445992030339	0.0377970775556047	"S04"	1.05018794842333	"IS05"
"MRM2"	"MRM2"	-0.131504273029275	-0.141567505336314	-0.137988048817065	-0.149518557005888	1.02870722243776	-0.139993860557031	0.173630605316688	-0.0846068556800472	0.264425770571725	-0.0981368214140342	-0.139993860557031	-0.134199032722498	-0.143114353078188	-0.133433431068824	-0.137121289716455	-0.0673951827707669	-0.0701591597347261	-0.0706286050280882	"S04"	1.02870722243776	"IS05"
"ZBTB20"	"ZBTB20"	-0.20739463414637	0.338869384787022	0.0408624330461825	-0.618332469085199	1.01547457313392	-0.658310970598006	0.502600398429651	-0.263757541917674	-0.157532271525234	0.170203729697511	0.459581698209817	0.0777468489754903	-0.114776732375804	-0.573976930172736	0.439617358083411	-0.0622774204001314	-0.0438578211575208	-0.417589536004725	"S04"	1.01547457313392	"IS05"
"SHANK3"	"SHANK3"	-0.0735516125710379	-0.280910910618762	0.167810797112776	-0.601009746060723	1.00472240183739	-0.0627432312280519	0.0095123247411603	0.119395710610097	-0.408182397985369	0.591091649148834	0.300177409046818	0.12155499465827	-0.499459877784472	-0.00658194327347702	0.501215761037432	-0.541645925891413	-0.176100095037938	0.309005052341998	"S04"	1.00472240183739	"IS05"
"SPEN"	"SPEN"	-0.461888441172789	-0.194236102729912	0.0982600595667846	-0.455991923898977	0.968861600086266	-0.0482523214032898	0.214121708394425	-0.0787092759895604	-0.0172673420166531	0.114017238800405	0.194178654252933	0.0414503376783133	-0.375019940437049	0.3243861816689	0.034948706683162	-0.076324713556533	-0.0298782261079742	-0.0314436380687719	"S04"	0.968861600086266	"IS05"
"ITGA6"	"ITGA6"	-0.327264925213606	-0.123358751820072	0.0267075977670225	-0.759054954567582	0.963814064230963	-0.168463625844964	-0.00964105897991346	0.092448288257755	0.33977833634536	0.284026337983121	0.537801636642917	0.143059354763228	-0.169435761600022	0.0139697198976456	0.520287087897003	-0.758044091278332	-0.614302792043148	0.295304636087328	"S04"	0.963814064230963	"IS05"
"LAMB1"	"LAMB1"	0.315341309406538	-0.390453592014069	0.296860882646032	-0.778906905527657	0.956687436796273	-0.0350613061870697	0.250118529962732	0.512886125745205	0.2100798375207	0.351312673612401	-0.179543874817898	0.221781968612106	-0.209690160943134	-0.32997959284865	0.11797028612192	-0.369012074182983	-0.183228013686294	0.0921055093653667	"S04"	0.956687436796273	"IS05"
"NSD3"	"NSD3"	-0.293713048166781	0.0625939472221962	0.118890495396924	-0.40964161624421	0.955817140328592	-0.640348496277771	0.462771891113436	-0.12710898635877	0.384805101880081	0.132034089954931	0.0549805395367368	0.0838314453854179	-0.0192062613001237	-0.243137295313553	-0.133693203492806	-0.304447896732497	-0.00610504246458047	-0.310507099913902	"S04"	0.955817140328592	"IS05"
"INKA1"	"INKA1"	-0.120141422439985	-0.129335124027481	-0.126064956542589	-0.136599151541353	0.951291031252751	-0.127897452704388	-0.12485481714339	-0.12850177915617	0.654565639021209	-0.126866896469705	-0.127897452704388	-0.122603336834247	-0.130748313756802	-0.121903888294851	-0.125273091237673	0.0217101995466922	-0.12872295261427	-0.125641386760001	"S04"	0.951291031252751	"IS05"
"SETX"	"SETX"	-0.122660701434702	-0.0867659508879959	0.0478757099672577	-0.517247295590066	0.935240114237471	-0.218931186871261	0.261420967643477	-0.0934475139253202	-0.0569160579805979	0.184829378476202	0.220574146616908	0.0796472175343271	-0.261934066727635	-0.132750619115289	0.238492379233285	-0.125405012744714	-0.00942764671333642	-0.0617353012154618	"S04"	0.935240114237471	"IS05"
"PREX2"	"PREX2"	-0.743455319353903	-0.131461612688509	0.0574394340792074	-0.50656415881815	0.934837428669023	-0.267434849097643	-0.00421055802493712	0.250683118247715	0.0141071800214311	0.128879213004825	0.17706166276517	-0.00669246727798277	-0.383209104960261	-0.151920376930519	0.0256079844375248	-0.610954339555441	0.58190342170793	-0.180123559838389	"S04"	0.934837428669023	"IS05"
"XAF1"	"XAF1"	-0.109057501185481	-0.221926672875408	-0.102074993479888	-0.402691599909362	0.931557150557877	-0.0566268057144222	0.120122267174207	-0.266727142107876	-0.279030505574221	0.370047251356409	0.319934235907626	-0.193186334809975	-0.366509900859306	0.0950889310435286	0.39170045016719	-0.65829593561596	0.153510257193672	0.285559271871646	"S04"	0.931557150557877	"IS05"
"C20orf204"	"C20orf204"	-0.107571059180769	-0.115802826355432	-0.11287481557527	-0.122306820712381	0.926073513872317	-0.114515578178758	-0.0356302626865174	-0.115056674123761	0.30645346184749	-0.113592848753229	-0.114515578178758	-0.109775384163981	-0.11706815444061	-0.109149118728653	-0.112165802914621	-0.110636901016156	-0.0677957958149161	0.0248835776788466	"S04"	0.926073513872317	"IS05"
"ERBIN"	"ERBIN"	0.103899755653533	-0.105960893353161	0.232725454691356	-0.456622702301856	0.905400184085775	-0.594317246698621	0.283727070698953	0.160616220112363	-0.0430539593172926	0.358272347317116	0.258044643384881	0.241894346103358	-0.111259451847978	-0.566466193980471	0.0399046479036537	-0.354549139334867	-0.0913609201697658	-0.205374204676425	"S04"	0.905400184085775	"IS05"
"LIMA1"	"LIMA1"	-0.637514210231174	0.0196717657248072	0.0405313349421429	-0.519407713171083	0.897553396810091	-0.141959893938788	0.260773745986259	0.0105512568076962	-0.286362607019455	0.0680410445757761	0.212520963285511	-0.0728955581129874	-0.249811877236374	-0.187588371630902	0.17298002014744	-0.635121573792195	0.572032546974953	-0.31262908249608	"S04"	0.897553396810091	"IS05"
"PTBP3"	"PTBP3"	-0.740433605984485	-0.0859884834058765	0.231944584528233	-0.534065459316544	0.893873571813649	-0.172688033478332	0.273252633533186	0.0662880538636866	-0.347131457301608	0.370491175555959	0.244667004839898	0.411323077008327	-0.385026970553054	-0.126968612690999	0.0688187149248953	-0.0436075298748112	0.0584535592763549	-0.290860384419878	"S04"	0.893873571813649	"IS05"
"ATRX"	"ATRX"	0.195206602890651	-0.0362481157738269	0.0777586428615533	-0.731107735907447	0.889899862104027	-0.223047025181201	0.322469672714332	0.113363593111389	-0.125878850246527	0.378510575928638	0.294786187314864	0.073689837393195	-0.250338233069132	-0.24896372560348	0.180538768025397	-0.135180777750831	0.047272820348856	-0.199477533836133	"S04"	0.889899862104027	"IS05"
"TGFBR2"	"TGFBR2"	-0.432481321557468	0.616502849950584	-0.0131852620348151	-0.754854322377141	0.881334049414658	-0.236878020780999	0.15403973655628	-0.547534511440523	0.233233635448516	-0.112964613601805	0.485028793074296	-0.263895823125794	-0.401578268726345	-0.310933657353971	0.800719808597527	-0.257276863734733	0.0595629305921138	0.00440047423119356	"S04"	0.881334049414658	"IS05"
"GUCY1A1"	"GUCY1A1"	-0.161038615884529	-0.131533505325113	-0.168978572925612	-0.183098700252273	0.877242361148867	-0.171434866845865	0.275614977336414	-0.172244911319793	0.616197392193219	-0.170053500234299	-0.145998229127315	-0.164338587521507	-0.175256185993216	-0.163401040567432	-0.167917149728843	0.117517693620899	-0.0314556083305704	-0.0118097111110465	"S04"	0.877242361148867	"IS05"
"VPS13C"	"VPS13C"	-0.597770435627336	0.162234711264815	0.135584619531711	-0.463375608033023	0.875817323183775	-0.26921387155636	0.0762385875571409	-0.157273859470236	-0.0339688556678324	0.279703684971852	0.391927494116292	0.0531875337212064	-0.301952106000859	-0.156151227002681	-0.0942182579591061	0.0572420361817328	-0.0651997687798166	-0.211043085351112	"S04"	0.875817323183775	"IS05"
"PKN2"	"PKN2"	-0.670085993318402	-0.0890445003808934	0.143759102831874	-0.45171861490647	0.871309836617128	-0.169202121497192	0.249712180552862	0.0269726261197399	-0.264917152047108	0.294364429231462	0.178497760947964	0.395589883547589	-0.216266339872595	-0.254393742084532	-0.0380338788931688	-0.125235404418712	-0.0427932059584071	-0.127530787703706	"S04"	0.871309836617128	"IS05"
