"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"IS18"	"State"	"MaxFC"	"InitialState"
"JPH4"	"JPH4"	-0.126303990037513	-0.125875330039857	-0.0713045754031365	-0.0119878904851832	-0.027343245969148	0.02731149315274	0.125723710096401	-0.135093185220536	0.0616818293568148	-0.0850421903492129	0.601424016657507	-0.100650203296329	-0.0279008242818182	-0.128156860307012	0.00803998040700915	-0.129903732008843	-0.0873866933205563	-0.0135112263100841	"S13"	0.601424016657507	"IS11"
"PIK3C2A"	"PIK3C2A"	-0.422389738585898	0.136868580578382	0.378206434877438	-0.573928354328383	-0.321494728283269	-0.0306352722594514	0.0185775168146419	-0.186651410715214	-0.135839800509152	0.535420499648506	0.58635125083573	0.134366067828705	-0.127192546714867	0.0553850655075645	0.346918411136933	-0.39757633798439	0.360283767705226	-0.123904893869052	"S13"	0.58635125083573	"IS11"
"BNC2"	"BNC2"	-0.408092111037347	0.487603362258036	0.111688674679072	-0.268481764295581	0.540827024128128	-0.151764710808861	-0.295206317984076	-0.201831813139294	-0.15666304752971	-0.179526829039454	0.567713690087212	0.347297708092185	-0.0991116124664099	0.101896931037423	-0.178691730383328	-0.419722989047086	-0.149030397201654	-0.0438061221005552	"S13"	0.567713690087212	"IS11"
"PPIC"	"PPIC"	-0.606986308054519	0.151087269765713	0.0459669410314391	-0.445569935165938	0.248876601886967	0.303183150728306	0.0895574208944089	-0.126677557635538	-0.2625017799778	-0.0860423667696652	0.536885103932977	0.168920679520595	0.230008327148109	-0.0236730672375906	-0.00304090919353051	-0.0335080680604099	0.0112033709455838	-0.643170259826394	"S13"	0.536885103932977	"IS11"
"PCDH19"	"PCDH19"	-0.140834892835156	0.484597507303937	-0.0301287041515795	-0.0828354189456336	0.201937453246521	-0.11902993553086	-0.146360134874599	-0.120015779007731	-0.147903367001071	-0.104071314039612	0.527683629480539	-0.143720853753909	-0.153268742639658	-0.14290093038286	0.0531924383629232	-0.144848774539256	-0.130183356042049	-0.147282185283301	"S13"	0.527683629480539	"IS11"
"ENY2"	"ENY2"	-0.53799485036338	0.30182351529258	0.215877568185372	-0.39723534323436	-0.0800530858131395	0.167332079825436	0.0866817513884691	0.0481419079107857	-0.692547923075423	0.033916002847877	0.484290362800133	0.379424679728814	0.312403546462339	0.173008073168137	0.132552735568919	-0.109056438808109	-0.00841455457606346	-0.707440857384773	"S13"	0.484290362800133	"IS11"
"NRG3"	"NRG3"	-0.030732599318002	-0.03308438058877	-0.032247860219901	-0.0349425444300571	-0.0331704257918618	-0.032716619197018	0.06608155051627	-0.03287120803343	-0.0322750621264551	-0.032452999279824	0.410445245249291	-0.0313623656974693	-0.0334458795025459	-0.0311834442957722	-0.0320452982838463	-0.0316084974398286	-0.0329277849835736	-0.032139509576575	"S13"	0.410445245249291	"IS11"
"ACSM6"	"ACSM6"	-0.0490436673512627	0.00708320860117237	-0.0514617495594792	0.0541475907068445	-0.0529339972711938	-0.0522098040635503	-0.0509677511288164	0.0391426247088893	-0.0515051588800692	-0.0517891143785599	0.340352823174866	-0.0500486605346902	-0.0533735715492326	-0.0497631343539707	0.0246523478691181	-0.0504414422571847	-0.0525467864477815	-0.0512888415391198	"S13"	0.340352823174866	"IS11"
"SYT6"	"SYT6"	-0.0444815399801128	0.0511855964338586	-0.0466746879690185	-0.0505749016212241	-0.0480099846339319	-0.0473531571400089	-0.0462266421329219	-0.0475769048756361	0.253569690838764	-0.0469716007423583	0.330261638631565	-0.0453930469469184	-0.0484086689468885	-0.0451340809089164	-0.0463815052556453	-0.0457492914293601	-0.0476587928358351	-0.0465178641539189	"S13"	0.330261638631565	"IS11"
"TDRD5"	"TDRD5"	-0.0200803212851406	-0.0216169476869866	-0.0210703750526759	-0.0228310502283105	-0.0216731686172518	-0.0213766566908935	-0.0208681135225376	-0.0214776632302405	-0.0210881484605652	-0.0212044105173876	0.31055900621118	-0.0204918032786885	-0.0218531468531469	-0.0203748981255094	-0.0209380234505863	-0.0206526228831062	-0.0215146299483649	-0.0209995800083998	"S13"	0.31055900621118	"IS11"
"MYO15B"	"MYO15B"	0.103178710022872	-0.0713661966247665	-0.0428684352166391	-0.00746575588432196	-0.114232313500378	-0.0684431219428491	-0.021148726282557	0.0176101026431811	0.153653150089878	0.206665680381683	0.24692657214386	0.0756821700602702	-0.0970038247473966	-0.0425647251851936	-0.00941297926482039	0.022843118754174	-0.135698715146221	0.022548465660771	"S13"	0.24692657214386	"IS11"
"PRICKLE4"	"PRICKLE4"	-0.082891803354676	0.00228800776689795	-0.0869787569966891	0.0480560993466161	-0.0894670959484799	0.0038529696529046	-0.0195279122104035	-0.0209027640485904	-0.0870521258343075	0.0652783113109216	0.192611960540701	-0.0845904058824357	-0.048854385578993	-0.0841078200298057	0.00933441975261485	0.0222070711518967	-0.0328713695442867	0.108681139500071	"S13"	0.192611960540701	"IS11"
"BTNL9"	"BTNL9"	0.0111859278756426	-0.333047616946903	-0.340083843768712	-0.222607727065615	0.210199466858614	-0.265280702004177	0.511695921643838	-0.190830212510255	0.0625721482910449	0.170846746068906	-0.345027345559279	-0.330745475927522	-0.182774051050697	-0.328858582421823	2.21079116503958	-0.333341165329679	0.062440609244164	0.0964165929240405	"S14"	2.21079116503958	"IS15"
"CD36"	"CD36"	-0.175223684558221	-0.265063808079938	-0.396386535008015	-0.190995480589265	0.124642990620457	-0.308034484422635	0.9352536704789	-0.340494374860781	0.545427976610219	-0.275483651017539	-0.216972202203954	-0.315375464658456	-0.151007807208066	-0.311488926985526	2.0386279289441	0.218440908530494	-0.307081857015036	0.113700363877067	"S14"	2.0386279289441	"IS15"
"RBP7"	"RBP7"	0.0616158810454671	-0.162975396919331	-0.542138281938862	-0.107761707861941	0.103477760955788	-0.165994231588042	0.561022207968125	-0.36764835986953	0.0820762383746015	0.373278193053919	-0.263523648538425	-0.367181445896997	0.0242566221480176	-0.316542398052328	1.77179883546469	-0.601811436152029	0.110183674185358	-0.168076191426044	"S14"	1.77179883546469	"IS15"
"CD300LG"	"CD300LG"	-0.141942748302645	-0.152804774437348	-0.148941189748666	0.00047885456238436	0.0993248138727071	-0.151106217731332	0.180152641250039	-0.12737939471665	-0.103418596555187	-0.00243713906254856	-0.151106217731332	-0.144851411177699	-0.154474407025168	-0.144025038008796	1.5114236673996	-0.145988204573971	-0.0487704755283274	-0.0763897831173464	"S14"	1.5114236673996	"IS15"
"CA4"	"CA4"	-0.127329648206835	-0.13707342154562	-0.133607595463556	-0.0682439997018601	0.0943758305324102	-0.13554973237923	0.351592274027941	-0.110357943164084	0.0211253936461503	-0.134457516554291	-0.1267216275265	-0.0639197640969692	-0.13857116435097	-0.129197564806446	1.40887929421407	-0.130958622071466	-0.124662152684239	-0.0306396680560891	"S14"	1.40887929421407	"IS15"
"HIF3A"	"HIF3A"	-0.252019619683739	-0.0962983365754624	-0.127679235050765	-0.156812632794446	0.374328190980144	-0.236633823197813	0.28671240503811	-0.237901814339733	-0.040708330396643	-0.175099702762788	0.0366587674346205	-0.257183956152668	-0.131963686956038	-0.0728410634334036	1.40164351133422	0.0722921197350416	-0.119859214502938	-0.11786666608729	"S14"	1.40164351133422	"IS15"
"C1QTNF9"	"C1QTNF9"	-0.218674503914105	0.0318166181332631	-0.166060041476409	-0.201001556040026	0.163883921408716	-0.192057099831903	0.107895754427431	-0.117741861208952	-0.176205096806026	-0.208276999841808	0.360342051626819	-0.121097143247538	-0.0841758569625046	0.177455271010635	1.31348638926957	-0.224906862761718	-0.13245076213662	-0.105325304869335	"S14"	1.31348638926957	"IS15"
"ATOH8"	"ATOH8"	0.193264329377202	-0.0833855277526868	-0.217892142072756	-0.246948525734891	0.298349420773039	-0.21174507221431	0.31391385286154	-0.220807262498591	0.139027820868376	-0.102338362638102	-0.280611550130512	-0.186982972215508	0.123629455910697	-0.186230376213843	1.28329002145376	-0.229414384316008	0.143330223508911	-0.178093582899259	"S14"	1.28329002145376	"IS15"
"APOLD1"	"APOLD1"	-0.361469743517714	-0.0147287596546616	-0.0884432071942243	-0.494398781293798	-0.773568004952501	-0.0757530195372338	0.561100069117887	-0.208484275610633	0.121300409056652	0.770603293579172	0.253712588175151	0.231523335807004	0.177199842089167	0.103951550632656	1.17112526073151	-0.373947158020146	-0.157417741698413	-0.0186059676301613	"S14"	1.17112526073151	"IS15"
"KCNB1"	"KCNB1"	-0.142964189176831	-0.045299956415659	-0.0327711950921955	-0.121295680394196	-0.0346992021797534	-0.121199254710724	0.357681007936211	0.0379711689834389	-0.0853938397451471	-0.107926883409103	0.18658252939015	-0.117980197370333	-0.155586027556954	-0.145061463345684	1.11971535148649	-0.147038757145935	-0.136290636788483	-0.149508958861953	"S14"	1.11971535148649	"IS15"
"AQP7"	"AQP7"	-0.166447097971342	-0.146217532122108	-0.174653718478147	-0.106287374407596	-0.0138564211901886	-0.0318753607741685	0.319334116240286	-0.178029756850791	-0.101140282569894	-0.036890683130666	-0.17719250703234	-0.16985789915928	-0.0695066992230633	-0.168888864689748	1.10710651177274	-0.1711909433906	0.207429553998853	0.146555622830618	"S14"	1.10710651177274	"IS15"
"CLIC5"	"CLIC5"	-0.0695466080170667	-0.264684824075357	0.0399114539174464	-0.270229123045485	-0.228794238518145	0.0849438121522062	0.10042286788653	-0.167972479500612	-0.027738871535237	0.337010986244706	-0.0519819737959449	-0.07559861514054	-0.0576102285123504	-0.155696722447722	1.10626210208713	-0.242768671638104	0.420876971076685	-0.176557186918113	"S14"	1.10626210208713	"IS15"
"PRX"	"PRX"	-0.149874215563292	-0.064539998006052	-0.0982662340697842	-0.170404930024017	0.0705008249259716	0.0105451777387455	0.0870133455291417	-0.104617646000756	-0.0314984595163229	-0.014646037302849	-0.0967497214463901	-0.0436667679335189	-0.1025697731645	0.246809374061001	1.09443200248569	-0.102185322802044	-0.109992252698575	0.0454350702058456	"S14"	1.09443200248569	"IS15"
"GPIHBP1"	"GPIHBP1"	0.00228326383817679	-0.216361991023589	-0.284158735629274	-0.045516605813571	-0.00128783151856843	-0.199040235301006	0.273448199859613	0.266841958181212	0.0225474384377095	-0.0883811010407511	-0.274943631763396	-0.240865405977356	-0.185728815563248	-0.274779413059603	1.07916173375849	-0.23216825106303	0.278231671992775	0.124173086494705	"S14"	1.07916173375849	"IS15"
"TMEM88"	"TMEM88"	0.199186785758623	-0.126889934102299	-0.516981811981883	-0.167161009572517	0.228701866154811	-0.15706493732359	0.387264153274694	-0.357298829554215	0.182095786960533	0.200250044630616	-0.00483600094635763	-0.419644145896701	0.198067000731046	-0.207373353051259	1.06269485437298	-0.652505246486365	0.199148107798563	-0.176248836612665	"S14"	1.06269485437298	"IS15"
"INHBB"	"INHBB"	-0.425731347209405	-0.153914697616018	-0.134205510815299	-0.407141453921203	0.570799274339453	-0.184826162621122	0.551279847911558	-0.0911755087444118	0.0640435232259219	0.481284419757782	-0.344048592976664	-0.144224713914796	-0.298358662092772	-0.0816300512798873	1.0555641800829	-0.408564749350646	0.0271860685276773	0.0606869089665825	"S14"	1.0555641800829	"IS15"
"EEPD1"	"EEPD1"	0.201231408529386	-0.04507503805616	-0.218284827888512	-0.156150667803071	0.155001566224351	-0.150801939738411	0.279747857232012	-0.0383435629819783	-0.0439787221336392	0.0827982072366397	-0.111458673643135	-0.053396518647437	-0.11653104185285	-0.12197807816042	1.02947808349463	-0.153584834703741	0.109430365452983	-0.230162682611461	"S14"	1.02947808349463	"IS15"
"CD320"	"CD320"	-0.130862855340373	0.0199058426709508	-0.231092960185219	-0.345838116157528	0.223399462351252	0.0697619538085985	0.210400048372235	-0.33590561981897	0.430112923944512	-0.310649533612177	0.300793901602826	0.00893166447862135	0.108331467292028	-0.303672454022214	1.01030822491728	-0.593294382455547	0.0642384600890048	-0.310522117340579	"S14"	1.01030822491728	"IS15"
"TIMP3"	"TIMP3"	-0.331054623198802	-0.487172713349507	-0.463802971695861	-0.638125228478342	0.435416269371994	-0.270112531775651	0.828783673904599	-0.00411462837509054	0.441849754406647	0.571397079723024	-0.315117209964454	-0.455382845438943	-0.232543653894593	-0.355689956911594	0.996356777751825	0.959937356953481	-0.0419983410886525	0.260651238919354	"S14"	0.996356777751825	"IS15"
"GSN"	"GSN"	0.277429805671099	-0.699881922995835	-0.712939085818905	-0.503368656969299	0.338397974096511	-0.0376292051895336	0.559771343337963	0.278845537423621	0.548185795114836	0.431849038811129	-0.352527060273707	-0.246945462416059	0.270274302901681	-0.180429074756893	0.992517797852715	-0.701270289525015	0.142383357801787	0.0744985828852684	"S14"	0.992517797852715	"IS15"
"FAM107A"	"FAM107A"	-0.471456807086755	0.385532656435904	-0.371813724385851	-0.335695524882859	0.211230800659973	-0.189239152076047	0.358674930391348	-0.552417279228531	0.340123379835153	-0.34099299573993	0.403676767043243	-0.114034569802017	-0.181747840686476	-0.364773554881069	0.986561889649519	-0.620043125236891	0.561723731523232	-0.271391274403386	"S14"	0.986561889649519	"IS15"
"ZBTB16"	"ZBTB16"	-0.453085118642153	0.607478610661086	-0.314223001062962	-0.23765520277025	0.230552005381955	-0.353498686535537	0.372034866199322	-0.314696253832355	-0.0658317010520494	-0.135627420618677	0.236026126860924	-0.363081607344923	-0.128629763989496	-0.290064157679194	0.938802617990597	-0.323887993328543	0.0537177150520861	-0.0628766647394771	"S14"	0.938802617990597	"IS15"
"ENPP2"	"ENPP2"	-0.3197869843631	0.569008015490752	-0.095800234088983	-0.375161204529178	0.49001717687628	-0.320907740647624	0.171825548372807	-0.443296109131713	0.191851669697059	-0.245426620348461	-0.0569560240606013	-0.402042079389842	-0.241505538325012	-0.415459635235264	0.921376271241082	-0.516279833772146	0.671249203452927	-0.252781703511739	"S14"	0.921376271241082	"IS15"
"F8"	"F8"	-0.380404226078603	0.357407188619583	-0.188818573100765	-0.278482930920611	0.589098463226971	-0.170714059931093	0.0342383945857063	-0.318395335902411	-0.269043927114917	-0.17100589057803	0.199013186815896	-0.214434242497229	-0.304023759185131	-0.222174447817145	0.919389031677832	0.714665001336746	-0.0321156092153067	-0.279177254252927	"S14"	0.919389031677832	"IS15"
"LIPE"	"LIPE"	-0.188112930240731	-0.0680114461861208	-0.0703568056429737	-0.125563007142435	0.163474270998806	-0.147519168356622	0.187932217684848	-0.0501075869005923	-0.0380125532591544	0.0061006543818481	-0.133694818697304	0.19345702889755	-0.0326640559728647	-0.190872533129348	0.9180649066386	-0.193474265303354	-0.0305892106198327	-0.10757033918037	"S14"	0.9180649066386	"IS15"
"TACC1"	"TACC1"	-0.558320276753389	0.374863935761538	-0.192258516869024	-0.655881656645347	0.564587656703861	-0.232216784151633	0.59941891540297	-0.325279863087792	-0.19578659363896	0.0183778304851835	0.435444609315287	-0.0120348294208006	-0.309351251544047	-0.445185932820871	0.886175141905541	-0.080424556328503	0.251096917941311	-0.213838950710334	"S14"	0.886175141905541	"IS15"
"MFSD6"	"MFSD6"	0.16386079551183	0.0242711240103454	-0.291943149349888	-0.258853819212832	-0.262186279427767	-0.169714144518132	0.275862189432334	-0.101440838404081	0.0512337327456663	0.310949357231131	0.427403530040294	-0.172963593157998	-0.0207156706252435	0.0674120955910855	0.883906636319162	-0.165049581865985	-0.00697237711134119	-0.188102263833639	"S14"	0.883906636319162	"IS15"
"NKX2-3"	"NKX2-3"	0.0602895077389441	0.224228353324197	-0.0860194337767365	-0.1783710781486	0.221879356874231	-0.202453797480184	0.542880496586873	-0.282779654518727	0.143476717938879	-0.0494557644681782	0.00601334426351858	-0.204373852366364	-0.135111527292786	-0.187265336931147	0.867296713076211	-0.379603587077541	-0.00396941504765959	-0.235748250628084	"S14"	0.867296713076211	"IS15"
"CX3CL1"	"CX3CL1"	-0.479212103293678	-0.152827850742787	-0.250855129538109	-0.360965867719225	0.479216460845051	-0.132854142754879	0.242244727986256	-0.161407110969099	0.0922524468922478	0.267230586365379	-0.205235925521249	-0.243681866825394	-0.0392362549990818	-0.00988205705774654	0.855129494444583	-0.440277073749932	0.277031951392558	-0.00981073327827385	"S14"	0.855129494444583	"IS15"
"PLAT"	"PLAT"	0.119831430295227	-0.182542922011561	-0.218317229263168	-0.4091285947386	0.391210497769446	0.00479401245691985	0.540767040954345	0.0547153590594844	0.127624688868979	0.000680534301152462	0.0522670414743091	0.065304075931519	-0.301634181020003	-0.398793434765668	0.836838591263496	0.281562679425415	-0.155167406490502	-0.0159141056219366	"S14"	0.836838591263496	"IS15"
"PML"	"PML"	-0.252645811751454	-0.0205073804503933	0.227937582443141	-0.354769851642372	-0.105479833071482	-0.155960788146495	0.381099893079003	-0.108141722797024	-0.197091414187363	0.168791753489786	0.164251328421645	0.142290121295494	-0.0482002173374905	-0.0430265929454506	0.799667108282575	0.205627888137511	-0.00606015736539237	-0.211950902584379	"S14"	0.799667108282575	"IS15"
"ADIPOR2"	"ADIPOR2"	-0.518290689984621	-0.141574287457081	-0.192524330271828	-0.392894521500665	0.326125573592406	-0.130355667749215	0.436937575832368	-0.024450514058381	-0.135997921792685	0.205887424223286	-0.0329066662920197	0.283112818392481	-0.258528313503539	0.141682647284269	0.783113684086171	-0.0859478237065557	0.362000443407057	-0.29779194686285	"S14"	0.783113684086171	"IS15"
"TMEM47"	"TMEM47"	0.0442756481827952	-0.195158085391988	-0.192763545233313	-0.430112543985124	0.495968410953919	-0.12326372763128	0.474333289236817	-0.0978752860677542	0.0423717276653217	0.170261250649991	-0.0902701987454444	-0.277643902690248	-0.318414857206755	-0.399125212570457	0.766994217756699	-0.546233496748354	0.58779995907097	0.152025994496898	"S14"	0.766994217756699	"IS15"
"FAM110D"	"FAM110D"	-0.188191773718665	0.184283843141955	-0.0269543784094899	-0.243276606741715	0.324871587812336	-0.121041133687281	0.172757283334566	-0.310628744745657	-0.369857155864149	0.118940436213367	0.228359574465019	0.00139548342417842	0.211126781992287	-0.236816294938599	0.762900128469585	-0.436284716388543	-0.143795709318063	-0.246467404539992	"S14"	0.762900128469585	"IS15"
"SCARB1"	"SCARB1"	-0.307133801170732	0.101686253777522	-0.149521744474547	-0.296464929179736	0.263028682656292	-0.112728628590173	0.32921099548612	-0.24394920292212	0.545287240332341	-0.0622982052662978	0.0763327306750582	-0.276752919564668	-0.0961665259880626	-0.199021240387209	0.760835613589465	-0.236414773212921	-0.120688809132646	-0.0810523190656662	"S14"	0.760835613589465	"IS15"
"CTSH"	"CTSH"	-0.0297866293695108	0.257833413258685	0.362972680084395	-0.35802240861389	0.401168065969375	0.0873676515241414	-0.119243559523322	-0.522164323805887	-0.137553788006921	-0.297168783268214	0.336963370942414	0.0621051115197695	0.00700446426687	0.00703433751742441	0.754136099029403	-0.0203428067534044	-0.252612754563295	-0.151469160398605	"S14"	0.754136099029403	"IS15"
"CADM2"	"CADM2"	-0.0324385029216435	-0.0349208267509262	-0.0340378728507764	-0.036882133458855	-0.0350116481468974	-0.0345326516780215	-0.0337111320012072	-0.0346958214239228	-0.0340665846794148	-0.0342543987594963	-0.0345326516780215	-0.033103226342169	-0.0353023917285369	-0.0329143733801517	0.721177431025825	-0.0333630203531154	-0.0347555388446181	-0.0339235078852971	"S14"	0.721177431025825	"IS15"
"ENAH"	"ENAH"	-0.139915518519057	0.129770752096286	0.130255781220059	-0.392832474898122	0.662799693160062	-0.202288298556255	0.65723970323212	-0.158871710746537	-0.0564022549449814	-0.288951799130761	0.191964593848909	-0.192949689448762	-0.181880506625071	0.0610178795886174	0.678692477781728	-0.378818324466137	-0.187687294302433	-0.0893111504916403	"S14"	0.678692477781728	"IS15"
"A2M"	"A2M"	-0.541349543394528	-0.240771893505957	0.133263754244919	-0.965507272664605	0.588995058481034	0.0370443225963949	0.347811571681609	-0.0133704112068809	-0.251128047675697	0.560355007448106	0.00845933313377982	-0.0220996911196649	0.118709382759446	-0.317406498695294	0.676803810963745	-1.28004556021375	0.637273932417764	0.162534888068831	"S14"	0.676803810963745	"IS15"
"ACACB"	"ACACB"	0.131301235358648	0.287945165468673	-0.323895184715794	-0.197218962803294	0.366195692699818	-0.232764945939141	0.208532291580832	-0.210489463286645	-0.0768385348084023	-0.283045098597397	0.239222929232055	-0.234018109594119	-0.153930919915359	-0.270592180689701	0.676135578950769	-0.250391021544425	0.0734082601672848	0.230476840995143	"S14"	0.676135578950769	"IS15"
"GPRC5B"	"GPRC5B"	-0.463499959884582	-0.335171765517067	-0.0291775473309837	-0.502160377225329	0.0970083662061464	0.0373563113689378	0.212169184894875	0.144963671525318	0.107124124509748	0.355575078672375	-0.150011375022113	0.194769639206632	-0.174379488218074	-0.239694697803897	0.673884865089503	0.103369535504168	0.290082687787922	0.0253623110114172	"S14"	0.673884865089503	"IS15"
"CRYBG3"	"CRYBG3"	-0.506725406499928	0.0156772111547499	0.107749353604873	-0.54123291336267	0.622621840706538	-0.182101906682898	0.0504299089795425	-0.18905414080448	-0.0984443281594012	0.350599094302737	0.105973214743924	0.0600383503137732	-0.34404792047958	-0.48414351246282	0.655303048603999	-0.490868039993407	0.428400628715932	0.0855527053542978	"S14"	0.655303048603999	"IS15"
"SHMT1"	"SHMT1"	-0.200239556553616	-0.0947789421789021	-0.0739726497940636	-0.178718091159382	0.151713722543312	0.122534077906641	0.0107460961455855	-0.0368504263151284	-0.0549790161482257	-0.0371063317661027	-0.00561141391806586	0.228068841043055	-0.112146083182637	-0.203177056160759	0.631481799035531	-0.0790878000341405	0.10456479561926	-0.117354272454057	"S14"	0.631481799035531	"IS15"
"CAV1"	"CAV1"	-1.11388107833234	0.206121741540094	0.13506198177673	-0.539275969034556	0.430081276842307	-0.164866339003179	0.427391111603541	-0.116073804009275	0.0784582675679901	-0.470378587488036	0.0326793119594453	0.0299571708248166	-0.0131884128314748	0.17208063175372	0.616004275050771	-0.189092576453029	0.50937227568072	-0.559715759084697	"S14"	0.616004275050771	"IS15"
"OSMR"	"OSMR"	-0.476022863719843	0.419040336571255	-0.0635549877592709	-0.282198069410783	-0.188289179699341	-0.19018329192816	0.273516731910427	-0.301200115077075	-0.0374737129570798	0.0359115389442151	0.487774556168723	-0.0126068376254176	-0.144642100425576	-0.371203841239592	0.6007006085137	-0.298416097640544	0.267888235401121	-0.120886975912673	"S14"	0.6007006085137	"IS15"
"NSUN6"	"NSUN6"	-0.198686500701477	0.300498580284509	-0.018819302134853	-0.186474817108352	-0.15042834593259	0.0959927576260951	0.0458195718301181	-0.134429307676938	-0.275649750641893	0.0360976197095385	0.310420387591228	0.258005016985909	-0.144759170816257	0.0578564324415673	0.585709713248382	-0.178188502487971	0.00664417512465847	-0.224356780108088	"S14"	0.585709713248382	"IS15"
"ENPP4"	"ENPP4"	-0.0893474110209579	0.140920160866921	-0.174591782528663	-0.183155331137492	0.28725431872092	-0.238758525363607	-0.0130385843389791	-0.26505603991709	-0.104219737407261	-0.102321443182837	0.398856936611911	-0.146809679270983	-0.27526031645171	-0.080388151380912	0.566790697147414	-0.273709058418647	0.514560646132811	-0.141396477643245	"S14"	0.566790697147414	"IS15"
"THBD"	"THBD"	-0.0740777386373178	-0.134558273548507	-0.0234397233267415	-0.474320363908015	0.378564350711759	0.0908989548475924	0.0408509036358104	-0.379717223377754	-0.196858734754974	0.442750602480222	0.433278892373273	-0.0839468948036029	-0.236265477945137	0.493697573916128	0.505747686694729	-0.154129814513858	0.266707511162931	-0.235451659907004	"S14"	0.505747686694729	"IS15"
"BAALC"	"BAALC"	0.187942633053952	0.19087134068742	-0.199481148497472	-0.225424360090202	0.104786509714858	-0.11879295892481	0.0735673205548491	0.12569106475866	0.444230138415129	-0.275692443760078	0.0538856147210211	0.0565460150412256	-0.180893124496072	0.0653736182905616	0.481290676318981	0.175078504224073	-0.0701763065648162	-0.246819226782607	"S14"	0.481290676318981	"IS15"
"C1orf226"	"C1orf226"	-0.113800810484455	0.0168132197849545	-0.0614104470782705	-0.0733321527964139	0.161790397643191	-0.0693156266005399	-0.0335137731893362	-0.0758264452178285	-0.119512449644156	-0.081561908733391	-0.00434430960236858	-0.00113211617243454	-0.123847910011492	-0.115470260027014	0.418578937736676	-0.117044204091819	0.276198543741595	-0.0251693183556927	"S14"	0.418578937736676	"IS15"
"SPAAR"	"SPAAR"	-0.199991965481338	-0.21529614961026	-0.0554207250341863	-0.19930395545539	-0.0726915242084246	-0.212902947434173	0.062892382541105	0.0558150992039845	0.00418961123562399	0.253611190131941	-0.0940156314214864	0.0780193417486957	0.275247838181501	-0.202925832945612	0.351382393367625	-0.166958236500459	0.206139445194855	0.0192262487937742	"S14"	0.351382393367625	"IS15"
"FBLN5"	"FBLN5"	0.0519037772215462	-0.329707900252798	-0.32137141731341	-0.199930154791697	-0.0800295449940577	-0.242346273972441	0.131886855163016	-0.306216668561989	-0.204270843070123	-0.256150064374825	-0.326042912904969	-0.285752740128099	-0.280853328355026	-0.173113586797572	-0.104640650853679	-0.189355506859113	2.8153032392062	-0.0993307451819294	"S15"	2.8153032392062	"IS17"
"GJA5"	"GJA5"	0.0913508603102654	-0.386118168348331	-0.36582443451923	-0.309457569827769	-0.0382340002912631	-0.25655339694146	0.186221767075236	-0.366995359493484	-0.127656657722875	0.29100064796023	-0.332587330874537	-0.195565872918551	-0.224042431383363	-0.24999976336239	-0.13752236932823	-0.36889356604283	2.56371681242804	-0.0340644168512929	"S15"	2.56371681242804	"IS17"
"SEMA3G"	"SEMA3G"	0.243873028828861	-0.411882859789649	-0.390360207225684	-0.306991920227543	0.0360733721899598	-0.296308786745358	0.226986715063662	-0.378353344979509	-0.152885984056857	0.198390267861025	-0.391192292486101	-0.365509180249901	-0.262546186184239	-0.330379776584303	0.463004279330653	-0.374292233511678	2.33068089627848	0.10182473148969	"S15"	2.33068089627848	"IS17"
"SULF1"	"SULF1"	-0.349153382290614	-0.0706372210187965	-0.32805921357245	-0.263668784014972	0.233184994133315	-0.244007288738489	0.000774046692010344	-0.356059502287934	-0.0749628114362386	-0.10123957864806	0.270778535646709	-0.249998453871787	-0.319763174400886	-0.101259808314466	-0.312214136321901	-0.342150094285304	1.95583268384459	-0.16054571481514	"S15"	1.95583268384459	"IS17"
"PCSK5"	"PCSK5"	-0.350781068854627	-0.324376717651709	-0.143075170503559	-0.295512259576443	-0.155921971443301	-0.135138960579238	0.0200737904709317	-0.0410530192496981	-0.120262100982438	0.196082436168729	-0.268005783483698	-0.00442612920377201	-0.152805981026575	-0.32807431453781	-0.116210807287251	-0.337457969456242	1.93414973225345	0.0455106936668681	"S15"	1.93414973225345	"IS17"
"TSPAN2"	"TSPAN2"	-0.298277488087826	-0.148873360034166	-0.294319155900159	-0.20154414442652	0.108388677526666	-0.103741637181996	0.0427838077114926	-0.126073657898531	-0.161054454055405	-0.165211201354348	-0.237416343821803	-0.304389731696183	-0.193031362136956	-0.175300425835929	-0.0950513991536325	-0.191662845477562	1.87828200852305	-0.0926153553114859	"S15"	1.87828200852305	"IS17"
"GJA4"	"GJA4"	0.0770018418472589	-0.500834800993193	-0.482729123252885	-0.371368309701684	-0.0617084630608329	-0.156506429489517	0.949611723352349	-0.409295118480574	0.0376521409572009	0.58682757971773	-0.515682350343914	-0.317664482967076	-0.157300556218385	-0.366098838211973	0.252912247116639	-0.188540376963365	1.78857325793757	0.0464207455892342	"S15"	1.78857325793757	"IS17"
"DKK2"	"DKK2"	-0.12446721533054	-0.13399194387075	-0.130604031257078	-0.141517518800477	-0.0984884271763671	-0.132502507983346	-0.129350319771722	-0.133128593716944	-0.130714199145106	-0.131434845705278	-0.132502507983346	-0.12701777302174	-0.135456016684023	-0.126293140249815	-0.129783654176317	-0.128014608084695	1.72190082734379	-0.130165210488469	"S15"	1.72190082734379	"IS17"
