"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"State"	"MaxFC"	"InitialState"
"CA12"	"CA12"	-0.343955898666458	-0.0277999942542842	0.179741172645986	-0.345529630392999	-0.236572887635724	2.11736786014332	-0.223583484222697	-0.306794955162305	-0.338773871047332	-0.356012386110216	-0.303812895543526	0.396106094451051	-0.175182158991101	-0.165872084598781	-0.359411314206367	-0.366717686078209	0.0558539269924569	"S08"	2.11736786014332	"IS06"
"MMP3"	"MMP3"	-0.330173846809242	-0.318711941467233	0.0114193563502194	-0.351591490783905	-0.189413889728594	1.91800170758684	0.239108430102668	-0.118781052455224	-0.252096641508817	-0.330952667638117	-0.128256276028726	-0.265127177554586	-0.136012186510646	0.707532219060772	-0.205959097968391	-0.0836275289450326	0.155832707876038	"S08"	1.91800170758684	"IS06"
"IL24"	"IL24"	-0.196766966572248	-0.202798192585727	-0.205388809283656	-0.174182708675992	-0.066978598353604	1.76054483710034	-0.0589920854045515	-0.203708766316922	-0.203452421392866	-0.188992541347849	-0.199930161830417	-0.0674190900350951	-0.142051181827345	-0.0827584419910603	-0.205608551335562	-0.197365236314536	0.156109447088222	"S08"	1.76054483710034	"IS06"
"IL11"	"IL11"	-0.257533797695193	-0.215822705149761	0.0512825565200516	-0.285432815312773	-0.225616640427561	1.72343583095524	-0.0573595360584558	-0.166334249738198	-0.117785819979525	-0.27552986602372	-0.261673871112387	0.133502221580342	-0.181271081228431	-0.120970166508702	0.00283745988130835	-0.221845126910024	0.105842507085282	"S08"	1.72343583095524	"IS06"
"SLC16A3"	"SLC16A3"	-0.561659759402817	-0.489887196826633	0.998820365545232	-0.336168960880655	-0.46769279799245	1.66311655339414	0.822097285152871	-0.602627067238678	-0.0216467979660802	-0.554694432255605	-0.442796668703545	0.198804137121273	-0.143854011259795	0.523435954230156	-0.373102403761407	-0.106193310420732	0.338713633617516	"S08"	1.66311655339414	"IS06"
"CHI3L1"	"CHI3L1"	-0.424149933678281	0.0191868226326117	-0.0880408395308518	-0.451808730743031	-0.26185086838511	1.55397050522931	0.141230360777474	-0.219332504519544	-0.1531602446535	-0.437427859803116	-0.395293534795793	0.227870365752289	-0.133402462409488	0.519687740569882	-0.0764442500393462	0.0599746945775101	0.765747569099035	"S08"	1.55397050522931	"IS06"
"TREM1"	"TREM1"	-0.248916456318052	-0.227450774456846	0.183025980026666	-0.208904792740481	-0.0671195497908819	1.52684482523327	0.0605969980611637	-0.257698053265013	-0.257373768802012	-0.19245214512681	-0.143300335489187	-0.0703635338446014	-0.246356551042204	0.139928649846659	0.0126848745755084	-0.248945278013829	-0.192840070107163	"S08"	1.52684482523327	"IS06"
"PTPRN"	"PTPRN"	-0.0175057257048728	-0.221549597271486	0.13235607343371	-0.230789291749811	-0.11591591771942	1.51209878116929	-0.0692196469001718	-0.211500308525026	-0.211234158807923	-0.218568678210975	-0.207577178317431	0.00802623316547803	-0.106338731367955	0.191815454675805	-0.213472757354001	-0.217812385206785	0.032672917715231	"S08"	1.51209878116929	"IS06"
"COL7A1"	"COL7A1"	-0.248907471335776	-0.528272096388455	0.0845733498736993	-0.436905850199663	-0.201742587303236	1.50479355523347	0.418115720742325	0.192215228230596	0.330903157362613	-0.535601588002266	-0.454341709680191	-0.462872793264152	0.41936158156408	0.370049528861871	-0.171471394953406	-0.0619029181675419	-0.125781866750513	"S08"	1.50479355523347	"IS06"
"CXCL8"	"CXCL8"	-0.250754962650773	-0.255590085885512	0.0340365834291604	-0.191087277785279	-0.177151546139321	1.48944153029531	0.716163521505295	-0.370687501885355	-0.254974297693447	-0.338647267530252	-0.203774922060332	0.0410669133776048	-0.11735232748976	0.1621585740705	-0.232770099866849	-0.185740616344817	1.00221030676402	"S08"	1.48944153029531	"IS06"
"CXCL6"	"CXCL6"	-0.307718150481936	-0.26901605374423	-0.122093153481037	-0.34226731219456	-0.182807979455491	1.42569149048266	0.167723842356921	-0.233612215494629	-0.114560771731072	-0.329221024712662	-0.23260727156782	-0.157434567313526	0.0229460689437504	-0.00119812120568059	0.594750430967603	-0.224074447216834	0.466496874126034	"S08"	1.42569149048266	"IS06"
"CSF3"	"CSF3"	-0.16673114085469	-0.180814897583287	-0.132429573283159	-0.188355757198355	-0.179159660944556	1.41243601806889	-0.135054381663909	-0.109110201215455	-0.172396083140441	-0.178382058249484	-0.169411484833805	-0.0618517214630998	0.0621429212486415	-0.166798807713803	-0.0903261406907228	-0.150196052518574	0.013141004886986	"S08"	1.41243601806889	"IS06"
"CXCL1"	"CXCL1"	-0.573597021231819	-0.302314474352505	-0.243003695864882	-0.573119511510245	-0.304165414101953	1.4001997127138	0.167385592778792	-0.182605109145277	0.23275002495753	-0.542563170643565	-0.348999267147283	-0.28654332515299	0.400009156687652	0.12835260016602	0.700720147914324	-0.0450803975956032	0.826843361486529	"S08"	1.4001997127138	"IS06"
"BNIP3"	"BNIP3"	-0.526282716836738	-0.17288658240304	-0.0213081876269884	0.0486742282484866	-0.333605669256597	1.27679369467707	-0.16806011445979	0.0497450138424204	-0.123049261927545	-0.179468712812534	-0.152148766863662	0.196547184808109	-0.363168850484515	0.217311106651481	-0.207734712622196	0.00696982503792787	-0.0407474244516237	"S08"	1.27679369467707	"IS06"
"FTH1"	"FTH1"	-0.282767506337316	-0.0127812594763231	0.341815736331704	-0.267824580389292	-0.0307502678546156	1.25848448240447	0.610331421983267	-0.775521342455927	0.00818443471111742	-0.50855105008504	0.0203065926811772	0.413450928470919	-0.319301172982327	0.417834166533304	-0.305217200832862	-0.276810445791937	0.819968307450722	"S08"	1.25848448240447	"IS06"
"POPDC3"	"POPDC3"	0.771772497122297	-0.145655809666962	-0.126938955001972	-0.151730364515584	-0.144322430415434	1.21896010062555	0.0440487567599996	-0.0253260086845612	-0.138874016515522	-0.143696030977867	-0.136469767260101	-0.137718658641017	-0.14617026727285	0.185896034404807	-0.140345763193304	-0.143198812877597	-0.134802791275653	"S08"	1.21896010062555	"IS06"
"STC1"	"STC1"	-0.242762873819009	-0.263269020661618	-0.237081410368107	-0.183911477125098	-0.118473304382368	1.2121261643212	-0.158289028754977	-0.184351481624067	-0.116177346884091	-0.238698143170841	-0.24666549215328	-0.128733562945139	0.313832080364318	-0.00543942949888517	-0.139541601837634	0.0620731448219347	0.059070006967681	"S08"	1.2121261643212	"IS06"
"CD82"	"CD82"	-0.317846935135727	-0.54391584938248	-0.0473935185746579	-0.59943031033379	-0.38671101794486	1.1798667244141	0.667878331589907	-0.00853342176152158	0.281836992215475	-0.252498966827505	0.206840015421493	-0.20532693655044	0.583309736581485	0.175114402797878	-0.278261359639235	0.210046050714826	0.0154487330797832	"S08"	1.1798667244141	"IS06"
"TNFAIP6"	"TNFAIP6"	0.303748246746043	-0.00621322704109283	0.398401412662354	-0.0353448042134057	-0.534545677642402	1.17230167746628	0.332542549658976	0.1750580351154	0.117084987084394	-0.635195167170174	-0.607929049481357	0.154905832653783	-0.270658740091359	0.327646856980715	0.107745974316407	-0.562262707998409	0.546638912336792	"S08"	1.17230167746628	"IS06"
"TMEM132A"	"TMEM132A"	-0.207370684720395	-0.440447129336548	-0.0467911409847058	0.0489073059330239	-0.289489084994522	1.15479586536576	-0.00482066517171389	0.165320941663576	0.130071090045639	-0.444704357262384	0.0640360913198807	-0.175887481496602	-0.00403200960645116	0.500886652012311	-0.234734087281931	-0.0448917384620868	0.144181776245746	"S08"	1.15479586536576	"IS06"
"NAMPT"	"NAMPT"	-0.340180499971832	-0.0350461305419741	-0.290203388182718	-0.274690537543393	-0.302901172789149	1.13823638004783	-0.0605414221997456	-0.217733601794998	-0.289342773645859	-0.143590857083182	0.0154276809657429	0.23131579691574	0.0115908250770241	0.205794799356188	0.229509306013873	-0.129396464437999	0.76874151621442	"S08"	1.13823638004783	"IS06"
"STEAP2"	"STEAP2"	-0.439953988860218	0.684768291641419	0.366448685819365	-0.473242879765727	-0.284515894421815	1.12419997878165	0.101349848295967	-0.354122787952432	-0.166602282661843	-0.435856976761292	-0.234848044270703	0.212281153397914	-0.13013627967427	0.386026215339589	-0.163324135511468	-0.426055430510828	0.262109654046975	"S08"	1.12419997878165	"IS06"
"ADM"	"ADM"	-0.545088336809425	-0.101881558547886	-0.145942723686302	-0.609028578717054	-0.335866618379096	1.12397909773596	-0.0343566204457692	0.0652815351700204	0.0506773420990744	-0.554415402059854	-0.107353289330726	-0.369401611847607	0.551334809383059	0.173378135221235	0.0547253106257538	0.311465426229746	0.664281932796363	"S08"	1.12397909773596	"IS06"
"G0S2"	"G0S2"	-0.42440555871256	-0.0464007831171579	-0.209792434448155	0.152364478513728	-0.277545391210872	1.12279743683624	0.225691915405179	-0.203992707442036	-0.328774521424202	-0.379478258842141	-0.21551811794384	0.0528788819044404	0.0667229917956592	0.0163559209034083	-0.00155780726705769	-0.302401443730857	0.533385349946246	"S08"	1.12279743683624	"IS06"
"MME"	"MME"	-0.371355747321303	-0.356155969009803	-0.147715221578988	-0.408534136619895	-0.157476964813759	1.12106831634377	-0.123317306986577	-0.182046376143719	-0.161248865564771	-0.397305519595057	-0.377325604759691	-0.370870434653157	0.6446429020207	0.446837240173222	-0.262118211975585	0.574932109343886	0.0112359811140773	"S08"	1.12106831634377	"IS06"
"WNT5A"	"WNT5A"	-0.603773990157425	-0.531975816231935	-0.24114468564574	-0.587672463718745	-0.39892029645125	1.11978332653152	-0.140386295518914	-0.0158253917375678	0.329977907175621	-0.623214137440125	-0.494316841198727	-0.530702471155452	0.86711256003588	0.562484519633039	0.104334511086911	0.908150264970709	-0.192482148611845	"S08"	1.11978332653152	"IS06"
"MMP10"	"MMP10"	-0.142536383199836	-0.154576412049097	-0.153295019453576	-0.161022999352703	-0.0390167693524924	1.11906113239086	-0.0986181975056322	0.0517481534769981	-0.0827999709951849	-0.152496607893922	-0.101416549083546	-0.109990282730457	-0.107795206297877	-0.142594230757953	-0.148941154975666	0.0296870728637769	-0.0531647393242506	"S08"	1.11906113239086	"IS06"
"CEMIP"	"CEMIP"	-0.237242935150982	-0.237397960072055	0.0793966352488745	-0.206009958031339	-0.193060830754203	1.11702124963272	0.013762049796994	-0.0949633632461499	0.135579512590129	-0.228155029546404	-0.201203406027727	-0.0475270658519214	-0.00347209427687306	-0.0706976613503652	-0.0460200254953644	-0.120565383377161	0.124622050207214	"S08"	1.11702124963272	"IS06"
"MT2A"	"MT2A"	0.45725648188198	0.0447325257162433	0.326657347744529	-0.269659524517362	-0.129520522034731	1.10710726752133	0.230881383771931	-0.369046431021563	-0.353547662505296	0.623216685598456	-0.0791059412072686	0.770119056701734	-0.892410683357411	-0.129504783743275	-0.642441687181374	-0.244806783582587	0.287121663583236	"S08"	1.10710726752133	"IS06"
"STEAP1"	"STEAP1"	-0.596227548302178	0.975027976248541	0.509730709946636	-0.616823544811151	-0.498283016133853	1.10092790495724	0.646752794989365	0.195065931928616	-0.198712831068765	-0.605256411273474	-0.392364637212361	0.110201849286016	-0.290463070252776	0.686413085443703	-0.134541309078521	-0.617155738138069	0.76433485444856	"S08"	1.10092790495724	"IS06"
"SBSN"	"SBSN"	-0.171456326246393	-0.0799202878992256	-0.0463107976424292	-0.193693787441502	-0.161058957774803	1.07470032873915	0.176146518164457	-0.150856551293241	-0.177281813841173	-0.183437432377325	-0.174212631573519	0.85554244055842	-0.186595957703028	-0.0963967944250512	-0.179160595251105	-0.182802700777404	0.0308903806265757	"S08"	1.07470032873915	"IS06"
"IL6"	"IL6"	-0.334613987204524	-0.068974071777589	-0.154804353445634	-0.201710903930003	-0.157229190179447	1.06823021104602	-0.00263118034873152	-0.25322800407734	-0.242570216004907	-0.0653262145732867	-0.339993189801794	0.633821448155561	0.0703639951903648	-0.19588948557007	-0.189951000632151	-0.311423672084238	0.911217012273339	"S08"	1.06823021104602	"IS06"
"PTGES"	"PTGES"	-0.446521548727407	-0.109465278001344	0.300459378539818	-0.469700981729475	-0.274370294290122	1.06585586344693	0.044413854144159	-0.0971355302132654	-0.0597795272831297	-0.464672280712009	-0.153549116547929	-0.116636878027004	0.27434975174096	-0.161522468227345	0.0495986409245436	-0.0786303684372816	0.753848671897729	"S08"	1.06585586344693	"IS06"
"MT1E"	"MT1E"	0.0977753446850117	-0.149813421256913	0.42733094787975	-0.29299347391281	-0.235368744613279	1.06187713053212	0.293424457283597	-0.0565146238856183	-0.250887007330787	0.764282234713301	-0.166694146187157	1.04000563396076	-0.757290040651269	-0.0235936674031216	-0.697959379612518	-0.46236873350644	-0.00620410700208929	"S08"	1.06187713053212	"IS06"
"MT1G"	"MT1G"	-0.253681875302611	-0.0213163321441417	0.0762119939943068	-0.127551866121132	-0.0570164926676708	1.03710422463148	-0.181148552578324	-0.147931409885964	-0.240883732872107	0.0228020103704127	-0.0352221374012488	0.0951001390812622	-0.276082040892246	-0.0305031292343046	-0.224828904168979	-0.197604455709962	0.242728460905125	"S08"	1.03710422463148	"IS06"
"GLIS3"	"GLIS3"	0.250541902478863	0.061772060505673	0.125142398594139	-0.275491099612168	-0.322782074467181	1.03597341707203	-0.0495438717757039	-0.138820714479875	-0.173117747725626	-0.298471024579669	0.0535315568405367	0.680976926017168	-0.249905505462958	0.00941966377535353	0.0592624034705313	-0.237086995535524	0.0648312248363712	"S08"	1.03597341707203	"IS06"
"MSX2"	"MSX2"	-0.237593745493332	-0.239517263564276	0.582522719185648	-0.240020791419449	-0.176151643804997	1.03106139124632	0.210264505894935	-0.149380967634506	-0.133973727878939	-0.233580743677055	-0.142344315650558	0.00426930669375795	-0.17662108813009	0.0459046897418066	-0.184111661122593	-0.135350012544245	0.10971403882893	"S08"	1.03106139124632	"IS06"
"AKR1B1"	"AKR1B1"	-0.289207644419158	-0.0671323759287435	-0.176717307523853	-0.504413954083423	-0.441297044529525	1.01106432236761	0.60437576868346	0.045383307290893	0.00582320589031464	-0.571002336013064	-0.378855543717059	-0.279597310449371	0.0924953172904456	0.592423615143107	0.529610614507931	0.516356138640288	0.125551662394972	"S08"	1.01106432236761	"IS06"
"SLC39A14"	"SLC39A14"	-0.196249301029616	-0.187536357250605	0.422500921811978	-0.314136331005137	-0.309936459980389	1.01087944474771	0.094265490018277	-0.478548627676531	-0.190126678897128	-0.358732089025899	-0.05245543504823	0.595590015496125	0.221906165067911	0.0627151999671008	-0.321359669332198	-0.245235282444296	0.822343996515637	"S08"	1.01087944474771	"IS06"
"RAB3B"	"RAB3B"	-0.194233213689491	-0.210640066759611	0.346293554192673	-0.18221971462851	-0.13027270113177	0.994748455101705	-0.0609600934484948	0.0161274105779994	-0.0913626312779915	-0.207805933916925	-0.197355676729017	0.00210576932567901	-0.0430803569328977	-0.100055793877091	-0.20296094605536	-0.149793133554114	-0.099187488307429	"S08"	0.994748455101705	"IS06"
"ITGA5"	"ITGA5"	-0.355545761185942	-0.169155694142545	0.37297940726432	-0.264608220331357	-0.428146422573319	0.994199113908649	0.307024427057219	-0.336499285397986	-0.212552933763331	-0.547432921921382	0.370772957707531	0.769585500050906	-0.0641147196581181	0.419233594985679	-0.0887748255111869	-0.0859224711429932	0.27080523054623	"S08"	0.994199113908649	"IS06"
"HSD11B1"	"HSD11B1"	-0.427519449109405	0.424388315787133	0.0912682158987657	-0.283644350546732	-0.296986619934388	0.976083739597335	0.138737150845162	0.228411131553211	-0.105393026233371	-0.457393855058456	-0.354903364283771	-0.264263614949008	-0.129381262068935	-0.0365007286977024	0.159223897470029	-0.24234128963275	0.400659880420953	"S08"	0.976083739597335	"IS06"
"SLC38A5"	"SLC38A5"	-0.287090233035046	-0.182471051149816	0.659349731343447	-0.238258946568457	-0.167081644225724	0.944606963202415	0.511710782166514	-0.250770233120219	-0.0618664149072484	-0.307151659909457	-0.291705451125882	0.560713838530438	-0.287336470866038	-0.171988355591389	-0.273108060103614	-0.223740738582398	0.333801443125865	"S08"	0.944606963202415	"IS06"
"AP2S1"	"AP2S1"	-0.637608503248058	-0.0271542440858291	0.457565198695932	0.404358004619403	-0.446857204432338	0.941608902218558	0.704388819121461	0.219826529976159	0.0198172507240422	-0.501099646685028	-0.425548434236435	0.327933131634797	-0.998874110386631	0.434807044584506	-0.325270248073499	-0.0268742421043875	0.116856563979996	"S08"	0.941608902218558	"IS06"
"ANGPTL4"	"ANGPTL4"	0.0920783820925132	0.647334689210635	-0.247590112950483	-0.0113466400924694	-0.104883758650737	0.933719906637049	-0.311864404611656	-0.435647149033844	-0.46112162722967	-0.0598080595416214	-0.32553467622407	0.803148288414918	-0.372719715861022	-0.123640535896602	-0.294008838105156	-0.240282044642298	-0.153605821712895	"S08"	0.933719906637049	"IS06"
"SLC39A8"	"SLC39A8"	-0.250468305395279	-0.0203263676303017	0.157221217165694	-0.121647650101892	-0.307334468587881	0.921656076598221	0.0148341797305776	-0.331857941226238	0.0474144857794567	-0.291760243630662	-0.28604848264028	0.190461754962432	-0.0627874067264488	0.344467189312698	-0.233110075793792	0.0618146502089723	0.124282973430697	"S08"	0.921656076598221	"IS06"
"SERINC2"	"SERINC2"	-0.148637700304363	-0.217772629514585	0.68293625708537	-0.312433093127071	-0.262063867406664	0.881680258444588	0.524166817498943	-0.0111956376491082	0.269987712757303	-0.31795791080142	-0.206953836835311	-0.0439853247514622	-0.158768479674587	0.0713643767840407	-0.314354394550557	-0.12376639097138	0.0567069384214522	"S08"	0.881680258444588	"IS06"
"MIF"	"MIF"	-0.597546127400727	-0.150669741624265	0.499618017380815	0.21905754151749	-0.123611233597321	0.873194175532878	0.697279327025628	-0.18249873832969	0.204359136603038	-0.300897394657548	-0.0999671000121674	0.67644401186349	-1.21949301828424	0.211852690509089	-0.333527285026088	-0.0323245331694164	0.357039622017309	"S08"	0.873194175532878	"IS06"
"MT1X"	"MT1X"	-0.0505180489422387	0.117265762388616	0.338926066630738	-0.489803330738264	-0.184927001686168	0.864956636760913	0.0933399707532682	-0.190561596184065	-0.269579465394408	0.741208056716529	0.124837112785344	0.744023989025169	-0.681982222911872	0.113510668838058	-0.505675616229826	-0.282684519306229	0.222501855129897	"S08"	0.864956636760913	"IS06"
"DAB1"	"DAB1"	0.729471075488006	-0.111137093200852	-0.133238263212036	-0.139955132576529	-0.133122100820395	0.859273651577077	0.178078911348556	0.0306551964329674	-0.128096518155195	-0.132544313924473	-0.125878853784825	0.00164419278780045	-0.0351424158020097	-0.123937540293014	-0.0775769723194041	-0.0946171279143797	-0.124341245635988	"S08"	0.859273651577077	"IS06"
"FTL"	"FTL"	0.079281168231461	0.482711916752524	0.350017279459416	-0.334349343908282	-0.063687533499433	0.857225238700719	0.516559412221863	0.580591106157669	0.184440101807006	-0.383499395928964	-0.104373347405152	0.509540844993513	-1.44256628648666	0.282191600307703	-0.0565507170027479	-0.226906996735202	0.750339068535081	"S08"	0.857225238700719	"IS06"
"IL13RA2"	"IL13RA2"	-0.164646472918062	-0.104889736992846	-0.177073977200272	-0.18600071298947	-0.0956521171981346	0.839259422870123	-0.165654512548173	-0.0769255212205428	-0.170240585462678	-0.176151716902354	-0.167293304098526	-0.0205093387895628	0.190547588700647	-0.164713293726876	0.271065806644604	-0.0781646071404485	-0.165249819113609	"S08"	0.839259422870123	"IS06"
"PRELID1"	"PRELID1"	-0.140812032724854	-0.0747721623231862	0.414418161311661	0.185085665653425	-0.422674827241139	0.805844125945002	0.739863064812501	-0.168891773210572	0.101768560512444	-0.248159379065046	-0.197286272433672	0.410951924556581	-0.812825907502844	0.689696980359751	-0.424239447466032	0.0409705213935273	0.108802599349902	"S08"	0.805844125945002	"IS06"
"GSTO1"	"GSTO1"	-0.574212079789227	-0.181152769362182	0.282241352660833	0.172729333042589	-0.639584213042671	0.785494266758729	0.646284968534614	0.305616003567152	0.0941230632541192	-0.361606408362922	-0.0265052482228103	0.165627743483297	-0.412480985776532	0.648940523647884	-0.176127511689161	0.00179771423951618	-0.284099898029412	"S08"	0.785494266758729	"IS06"
"SLC26A6"	"SLC26A6"	-0.250869576380846	-0.144002419129855	-0.0927322740465418	0.00120645234357268	-0.114783178179786	0.762659195809398	0.0308712064409397	0.057536273157088	0.18437103245921	-0.182743195432692	-0.0347399672951759	-0.120223095763122	-0.194028121130052	0.165483623660343	-0.0947647778466568	0.00704244765846948	-0.113795836821637	"S08"	0.762659195809398	"IS06"
"TPI1"	"TPI1"	-0.205837448783209	-0.116757349792338	0.285337662027658	0.242157556065985	-0.66455981651585	0.752913733123331	0.444293881607903	0.204735381101767	-0.217386306190448	-0.252642095348289	-0.267998310093182	0.167861816287527	-0.316856543743138	0.244672811767323	-0.104590725146568	-0.121739122464154	0.278975060965842	"S08"	0.752913733123331	"IS06"
"ITGA2"	"ITGA2"	0.63122423516059	-0.280791709367562	-0.197094423013292	-0.21528571808116	-0.251166969809177	0.724219005347867	0.0289282402366809	0.154855743960082	0.650215164837138	-0.353613875669528	-0.108719337202919	-0.136040534515184	0.0629075724718702	0.687832737976354	-0.0647614084477843	0.0898942720866089	-0.240489473077545	"S08"	0.724219005347867	"IS06"
"PRRX1"	"PRRX1"	-0.891056994439677	0.266237990475054	0.619084045922387	0.16724625256223	-0.523961779473642	0.66648967458322	0.359564787325351	0.107572468069375	0.0895214936465338	-0.455744866276711	-0.523542864923656	-0.0118359006629805	0.282782833900836	0.51927684430841	-0.633995253017208	-0.859878741196586	0.419348737866367	"S08"	0.66648967458322	"IS06"
"NQO1"	"NQO1"	0.094359621016804	-0.0298703896764149	-0.0040900170198619	0.113336354501668	-0.315995348157957	0.650092009821504	0.0994286644855387	-0.283186404180753	-0.0854432108002742	-0.281394729354437	0.0179477055592766	0.0163254765452363	-0.156976507398302	0.414133075021189	-0.204645152616619	0.23770402873075	-0.0993291511718396	"S08"	0.650092009821504	"IS06"
"MRPL17"	"MRPL17"	-0.512205127004292	0.0468561927525109	0.42466922642895	0.0873856075528585	-0.3508310688936	0.61051133366367	0.395107683081402	-0.541859889511432	-0.046696189504502	-0.31148184863236	-0.317015042904581	0.443778505335308	-0.310140430989397	0.595319828049543	-0.077194138598783	-0.0173330882820064	-0.124638913467932	"S08"	0.61051133366367	"IS06"
"TTYH3"	"TTYH3"	-0.0734946582955572	-0.339407722615882	0.210765088944536	-0.241532448083333	-0.313586989507868	0.571408083464957	0.175036768846517	0.236015347348634	0.519717267988006	-0.388726820037319	-0.256723609501941	0.048007638179871	0.366077682176846	0.489983744889623	-0.37105611170993	0.000467316105506502	-0.146177568834583	"S08"	0.571408083464957	"IS06"
"MEGF10"	"MEGF10"	0.450590398223533	-0.0795612703703666	-0.0789017310435617	-0.0828793618477742	-0.0788329413913877	0.54573270025264	-0.0738133745109565	-0.0759524433229078	-0.0758568655838269	-0.0784907845277098	-0.0745435975069429	-0.0752257768518483	0.0201512632740067	0.512187431841613	-0.0766607747146432	-0.0782191901175793	-0.0736330486774607	"S08"	0.54573270025264	"IS06"
"HS3ST3A1"	"HS3ST3A1"	0.234340265945309	-0.26731301032086	0.287234621258741	-0.235574131297425	-0.269356559648266	0.432354728561518	0.277314220368253	0.173075080033602	0.215514578552442	-0.317995267364222	-0.302003749384653	0.18256564750366	-0.0181275479973053	0.415571780479493	-0.122823005549631	0.16106911708663	0.179595642220155	"S08"	0.432354728561518	"IS06"
"ZP1"	"ZP1"	-0.155369470030677	-0.119071742720552	-0.156682213956053	0.180192848157524	0.18889759462208	0.247631572025538	-0.156320711683926	-0.0728609529897443	-0.160648382393297	-0.0561879036200404	-0.157867165550544	-0.159311873388361	-0.154449820266029	-0.155432525822086	0.0789088135820067	0.177019894116941	-0.155938820694471	"S08"	0.247631572025538	"IS06"
"CXCL2"	"CXCL2"	-0.297797135954018	0.0707703838265849	-0.0319085178522072	-0.168354490108839	-0.282754939715055	0.492536719283663	0.330370288559065	-0.061903024781673	-0.172377882208836	-0.260441175120503	-0.106198120375893	0.235239050923239	0.139134737521969	-0.105075356512594	-0.0255364234321435	-0.299700616833254	1.8330825009072	"S09"	1.8330825009072	"IS17"
"CXCL3"	"CXCL3"	-0.386583886329114	-0.0826002780156952	0.080307432435799	-0.24602165496198	-0.336566887471719	1.22080681975824	0.446632425521629	-0.154675717708802	-0.152038852539619	-0.401312901696805	-0.112352471514888	0.0707583237041607	-0.0191520411792137	-0.087595912444241	-0.165850294038587	-0.223978913613695	1.5225095441045	"S09"	1.5225095441045	"IS17"
"SOD2"	"SOD2"	-0.573987294071529	0.168152733889863	0.173264144132387	-0.702795316168233	-0.371665671112948	1.2828827330397	0.46901735596304	-0.875929314590882	-0.0129665356738995	-0.569835773617755	-0.207347198056124	0.465608912472333	0.136488170404129	0.217883154547109	0.0794319568998825	0.105803838468561	1.30357122817363	"S09"	1.30357122817363	"IS17"
"EGR3"	"EGR3"	-0.176244826757647	0.352984409528927	0.0267509515665138	-0.296665013498976	-0.142124296465361	0.0571922994194201	-0.0352101959340214	0.392301521152262	-0.184607010758643	-0.0755128356534617	-0.0332806789952171	0.546131557313917	-0.0989958960260805	-0.0227853470150885	-0.0543297375566726	-0.320001213093348	1.2569849048632	"S09"	1.2569849048632	"IS17"
"NFATC1"	"NFATC1"	-0.120452383733253	0.263758233271196	0.191600162206412	-0.187846567053547	-0.180486311060074	0.150635288013412	0.11923247522135	-0.273180113738825	-0.221114211821851	-0.0255667295359486	-0.0455303454913771	0.910788546220462	-0.265058963141633	0.0303376889215968	-0.0754058870896393	-0.257282752017102	1.24565093246241	"S09"	1.24565093246241	"IS17"
"CSRNP1"	"CSRNP1"	-0.198466992576517	0.257010081958662	-0.0549042402956742	-0.0180108569701231	-0.372630878398483	-0.128275767358727	-0.13673859930635	-0.208658922776573	-0.102179708442022	0.0537199177735412	-0.0748843162460226	0.246452325034543	0.213797825221432	-0.1386029910677	-0.00638736817568809	-0.0811359764072261	1.23587743472442	"S09"	1.23587743472442	"IS17"
"IER3"	"IER3"	0.121309651689626	0.156575100196117	-0.0543592565735085	-0.555405402404486	-0.48459585695614	0.968396759157721	-0.0746687126884015	0.177474535319645	-0.150391621401625	-0.364226581449775	0.0700915868057591	0.265290707667177	0.0625004369112725	0.0472686261464894	-0.000503896447970872	0.00508970027745346	1.23026942701661	"S09"	1.23026942701661	"IS17"
"GEM"	"GEM"	-0.456984790995557	0.1935642329579	-0.0806195399073019	0.171816133736868	-0.450228393234198	-0.215223065947785	0.107370874837646	0.381044304561531	0.0476655315986889	-0.224166480106232	0.199572749266291	0.233006511344838	0.121298700443265	0.282459512064105	-0.259497363748992	-0.188969944316337	1.21814397039167	"S09"	1.21814397039167	"IS17"
"DYRK3"	"DYRK3"	-0.138328309190175	0.133045165139804	0.0447091068168825	-0.112283001159074	-0.192647484105957	0.169639151214809	0.174082015954343	-0.246943127707951	-0.113405617280407	-0.106040574199114	-0.0606815140131596	0.246133193854736	0.0212980836994711	0.28376959140667	0.00659328828757293	-0.157079768494502	1.11549903081082	"S09"	1.11549903081082	"IS17"
"ICAM1"	"ICAM1"	-0.377867002879508	0.0117521590643907	0.0042440768926957	-0.408008409773342	-0.3120249903572	0.490794956982035	0.286210625728168	0.132103770201943	0.175465823262055	-0.523970098926055	-0.0989310635734373	0.339292201048624	0.16224843167566	-0.123344325363497	0.0141536747998042	0.167248159414333	1.11290295668137	"S09"	1.11290295668137	"IS17"
"SERTAD1"	"SERTAD1"	0.0276419522870879	0.299660991829558	0.0281684239520052	-0.0517137849450401	-0.372055850845553	0.249681317797247	0.0668794226845698	0.219331632916344	0.0731676348807817	0.0578252057633381	0.074920469120325	0.199368121681419	-0.637944883103495	0.138833421490863	-0.0840922161892862	-0.0459769386538785	1.10802992144589	"S09"	1.10802992144589	"IS17"
